线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded,数分位指标,风险标注,风险标注_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,预测赔付金额,风险等级,预测置信区间_下限,预测置信区间_上限,预测误差范围
2,0,0,0.636,25,222,227346,300000,-1,427864,Suspected Lost,Call,886263792,4656.81,Household Goods,0,B,Consigner,11.72006507,0.999736863,0.0,0.893588842,1014.69,3628.1392940770393,6,0,11,0,6,0.7821062057502882,2,272.02233409610983,205.4008314606741,3.5235918368920682,合理诉求,0,88.02025973044574,98.54384263464463,89.08350723258485,154.63751533829563,1028.6707059229611,高风险,892.0911535286573,1165.250258317265,136.57955239430382
2,0,0,36.676,288,103,70176,167531,1,427858,未知,Vendor Consultation,2142333,2051.47,Miscellaneous Goods,0,B,Receiver,0.512020727,0.904700237,20.67955211,0.975298034,578.12,1271.2584597283062,0,6,14,1,6,0.7181923206286225,2,245.5117129629629,314.3277728285078,1.627290937466415,合理诉求,0,209.58908076410563,68.19139031878989,159.65798263577946,24.33085266549424,780.2115402716935,高风险,643.6319878773896,916.7910926659972,136.57955239430382
2,0,1,233.903,94,211,69714,127398,-1,427738,Pickup Error,Complaint,1088728,413.87,Alcohol,0,B,Consigner,45.77073614,0.991240845,39.82733854,0.968945555,120.85,194.4099266048641,4,1,0,0,6,0.7080000966487061,2,335.2251025056948,321.7201149425287,0.8818373486450696,合理诉求,0,46.84510475822244,71.60431225534542,1.7618761786780075,4.736807660626051,219.4600733951359,中低风险,82.88052100083209,356.0396257894397,136.57955239430382
5,0,0,244.227,51,70,149342,208272,-1,427742,Pickup Error,Call,662474,1435.49,Fresh,0,C,Receiver,0.0,0.9831857,2.639355461,0.990560027,374.17,850.4942890251104,4,0,7,1,6,0.7393433601070017,1,231.2032466063349,249.08704595185995,1.4513660647962574,合理诉求,0,77.68093782914826,8.57967155181993,2.3422872461107587,15.70404033075859,584.9957109748896,高风险,448.4161585805857,721.5752633691934,136.57955239430382
2,0,0,263.923,1,93,100467,242096,-1,121193,未知,Call,105411,130.07,Miscellaneous Goods,0,B,Consigner,59.81887451,0.969036945,127.9843491,0.999990189,118.37,72.5685173158947,0,0,14,0,3,0.0899515645421695,2,310.2664301552106,433.8183518930958,1.2404560360931052,合理诉求,0,70.73600184832473,40.14525482299149,0.4909728487145321,2.03131220160529,57.501482684105305,低风险,0.0,194.08103507840912,136.57955239430382
2,0,0,240.887,151,92,183889,15885,1,427754,未知,Call,415876,953.63,Alcohol,0,Not Known,Consigner,132.3569334,0.980921325,17.04176894,0.975544823,372.65,541.5362668621326,0,0,0,0,5,0.6092299948617389,2,380.5321590909091,296.8075570776256,1.3109283037256783,合理诉求,0,50.96334543655807,84.2088971567412,84.40978101154276,51.8789907578805,412.09373313786745,高风险,275.51418074356366,548.6732855321712,136.57955239430382
2,0,0,1.055,268,96,47660,173793,-1,427802,Suspected Lost,Internal Software,-59299,131.75,Dried Groceries,1,B,Consigner,9.794455147,0.979150259,7.283231377,0.964095488,19.13,75.09849450810667,6,2,5,0,0,0.8548007590132828,2,250.2736902050113,285.8858536585366,1.3026285067033792,合理诉求,1,95.56107424090683,106.43907349554183,64.11192214111924,237.1367672855351,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,0,0,58.631,1,164,119015,336474,1,427801,未知,Call,-79443,2192.68,Miscellaneous Goods,-1,B,Receiver,5.207530298,0.978162731,1.111783777,0.998280782,1216.87,1293.6719760882233,0,0,14,1,0,0.4450307386394732,2,260.56041860465115,261.6411061946903,1.4374004916816563,合理诉求,0,70.73600184832473,52.31318061745044,19.44970918525428,20.8629793881567,899.0080239117765,高风险,762.4284715174726,1035.5875763060803,136.57955239430382
2,0,0,100.555,25,178,140309,79682,-1,427780,Pickup Error,Call,2515466,194.71,Jewelry,0,C,Consigner,8.6777941,0.994556087,32.97612692,0.994187845,193.38,102.71001053347685,4,0,12,0,6,0.0068306712546865,2,253.6208830022075,313.47682134570766,1.1044088405025998,合理诉求,0,88.02025973044574,81.0676732915042,3.7083401843445696,1.1585623642162688,91.99998946652316,低风险,0.0,228.57954186082696,136.57955239430382
2,1,0,0.224,0,187,201787,406192,-1,427862,Pickup Error,Call,4549,1106.7,Miscellaneous Goods,0,C,Receiver,17.21934552,0.989049447,0.0,0.899255246,420.46,687.696864392701,4,0,14,1,2,0.6200777085027559,2,255.6809150326797,201.4001850481125,1.6373612625494638,合理诉求,0,59.08910110031514,67.73202556024641,204.99723331317932,455.2779994636484,419.0031356072991,高风险,282.42358321299525,555.582688001603,136.57955239430382
2,0,0,395.316,179,13,144850,229278,-1,-135770,未知,Vendor Consultation,-63767,299.96,Miscellaneous Goods,-1,C,Receiver,16.7665987,0.958568075,13.09488642,0.988367638,152.82,137.06211456482956,0,6,14,1,0,0.4905320709427924,2,285.9059367945824,268.2698901098901,0.8362653014156445,合理诉求,0,65.21791013489069,59.42080489033576,5.047143193364189,145.12009129338364,162.89788543517042,中低风险,26.318333040866605,299.47743782947424,136.57955239430382
2,0,0,53.993,179,1,7424,423901,-1,-255407,未知,Internal Software,455335,177.89,Hardware,0,B,Consigner,3.369072116,0.909618344,41.27327612,0.992989185,165.34,89.0726599091851,0,2,9,0,5,0.0705492158075214,2,262.6598440979956,321.7201149425287,0.9917089486186429,合理诉求,0,65.21791013489069,65.76028831767645,62.05738766752132,23.729675033814303,88.81734009081488,低风险,0.0,225.3968924851187,136.57955239430382
3,0,0,82.619,4,153,227346,191219,-1,427809,未知,Call,306225,202.13,Dried Groceries,-1,B,Receiver,0.0,0.935695646,9.712257376,0.997950819,73.24,106.86997346109295,0,0,5,1,5,0.6376589323702567,2,232.9513195201745,271.43254988913526,1.1102217327760397,合理诉求,0,57.17527200563429,46.637170145883566,89.08350723258485,22.396841372953944,95.26002653890704,低风险,0.0,231.83957893321084,136.57955239430382
2,0,0,2.182,146,234,19493,439651,-1,427862,未知,Call,569671,180.57,Maternity & Baby Products,0,B,Unknown,75.63991356,0.991099054,58.2432151,0.999100178,56.7,97.87252191825347,0,0,13,3,5,0.6859943512211332,2,334.46513157894736,369.6626315789474,1.169360465349533,合理诉求,0,72.54835060757205,42.117277324352166,149.70866436203644,274.5795627530636,82.69747808174652,低风险,0.0,219.2770304760504,136.57955239430382
2,0,1,46.939,100,187,97672,241842,-1,427755,Damage,Call,309868,684.13,"Apparel, Footwear & Accessories",0,B,Consigner,9.512284674,0.975489995,0.0,0.968862217,655.62,382.69554743322186,1,0,1,0,5,0.0416733661730957,2,253.31512249443207,203.0566087613293,1.265383438246745,合理诉求,0,58.61618670133044,67.73202556024641,12.704411756114428,67.40459920281178,301.43445256677813,中高风险,164.85490017247432,438.0140049610819,136.57955239430382
2,1,0,0.0,4,344,21579,381130,1,74452,未知,Vendor Consultation,182448,176.31,Hardware,1,C,Consigner,27.97366241,0.980034562,1.380596295,0.996320737,92.32,92.49746765093128,0,6,9,0,4,0.4763768362543248,2,295.5821266968326,260.81859956236326,1.0906108459329236,合理诉求,0,57.17527200563429,119.54183872341709,176.31,46.98452736799901,83.81253234906872,低风险,0.0,220.39208474337252,136.57955239430382
5,1,0,0.104,151,160,99508,46067,-1,34730,未知,Internal Software,-5649,475.01,Hardware,-1,C,Receiver,0.0,0.987897928,0.861078348,0.943029342,293.8,258.340458300641,0,2,9,1,0,0.3814867055430412,2,234.3825083986562,259.16695852534565,1.1868470723269857,合理诉求,0,50.96334543655807,39.10843526070844,221.5610818614507,244.5943405797101,216.669541699359,中低风险,80.08998930505518,353.24909409366285,136.57955239430382
2,0,0,1066.737,88,212,27493,305877,-1,427779,未知,Internal Software,552999,888.57,Household Goods,-1,C,Consigner,7.46436547,0.978431364,40.25095502,0.99954118,453.34,476.1907262865441,0,2,11,0,5,0.4898094691470566,2,269.19758314855875,317.36376106194695,1.1519463034729396,合理诉求,0,105.60816411296722,118.89524196265306,0.6113352746937585,1.006295630941778,412.379273713456,高风险,275.7997213191521,548.9588261077598,136.57955239430382
2,0,0,981.154,31,101,194322,8087,-1,427856,未知,Vendor Consultation,260872,372.43,Electronic Product,0,B,Consigner,207.3338888,0.996665808,59.97737224,0.95420559,283.53,164.99149796220865,0,6,6,0,5,0.2387025749805333,2,374.0520222222222,353.6351434878587,0.7915596031883522,合理诉求,0,91.88474480292756,60.42158639021535,16.304545047186227,26.57818353880224,207.43850203779135,中低风险,70.85894964348756,344.0180544320952,136.57955239430382
1,0,0,3.126,278,178,224393,282457,-1,143797,未知,Call,-4512,353.66,Hardware,-1,B,Consigner,0.0,0.998522975,0.0,0.886789728,68.98,203.5551706879498,0,0,9,0,0,0.8049539105355425,2,232.9513195201745,205.4008314606741,1.3471122770509414,合理诉求,0,69.01756686895958,81.0676732915042,85.71497818710617,29.039363921989512,150.1048293120502,中低风险,13.525276917746368,286.684381706354,136.57955239430382
2,1,0,128.194,88,104,197428,328548,-1,427651,未知,Internal Software,-78516,199.51,Fresh,0,C,Consigner,14.998133,0.988424775,4.983479223,0.998172155,182.27,103.3182562905997,0,2,7,0,0,0.0864117086862813,1,298.27488372093023,260.77156950672645,1.0630353191266684,合理诉求,0,105.60816411296722,35.72479172970952,86.9188528927602,1.5442667616143164,96.19174370940028,低风险,0.0,232.7712961037041,136.57955239430382
5,1,0,115.614,142,199,113175,241239,1,427707,未知,Vendor Consultation,366352,303.94,Miscellaneous Goods,0,B,Receiver,12.7262567,0.988803848,25.1567003,0.931991557,52.7,157.70671730631705,0,6,14,1,5,0.8266105152332698,2,282.6665707964602,318.4479782608696,1.0711349663677876,合理诉求,0,87.00476499299955,68.25935953147685,1.8443316657589937,2.6063765928619205,146.23328269368295,中低风险,9.653730299379134,282.81283508798674,136.57955239430382
1,0,0,89.696,100,3,105772,293843,-1,427820,未知,Call,27014,780.97,Miscellaneous Goods,-1,Not Known,Consigner,36.30512324,0.974378337,50.80524383,0.958245499,316.16,461.39368727769016,0,0,14,0,2,0.5951701089670538,2,325.8836017897092,357.2380984340045,1.439263192465999,合理诉求,0,58.61618670133044,65.20765167527946,25.128203144913424,21.25952020446012,319.57631272230986,中高风险,182.99676032800605,456.15586511661365,136.57955239430382
2,1,0,2.092,146,2,221409,243170,-1,427802,Damage,Call,63876,1290.71,Miscellaneous Goods,0,C,Consigner,1.75034954,0.997673886,32.40085402,0.99828116,316.6,793.0088384234912,1,0,14,0,2,0.7547086487282193,2,251.87966139954847,328.7853196347032,1.5901483684469637,合理诉求,0,72.54835060757205,85.24937780875317,140.70741242798235,87.10709879816551,497.7011615765088,高风险,361.121609182205,634.2807139708126,136.57955239430382
2,1,0,1164.269,76,212,183889,300000,1,427864,Suspected Lost,Call,205231322,3852.03,Furniture,0,C,Receiver,37.61724019,0.961956917,5.792224926,0.979633443,1033.78,3056.618461901818,6,0,8,1,6,0.7316272199333858,2,328.3355605381166,276.13313465783665,3.8379886725410506,合理诉求,0,64.66934130577499,118.89524196265306,84.40978101154276,154.63751533829563,795.4115380981821,高风险,658.8319857038782,931.991090492486,136.57955239430382
5,0,0,11.838,159,236,227346,241462,-1,-271724,未知,Call,-21584,204.38,Hardware,-1,B,Receiver,0.723827482,0.915022995,1.851978134,0.941977392,38.17,104.88231949295812,0,0,9,1,0,0.8132400430570506,2,247.542,242.12484633569736,1.0436292555588784,合理诉求,0,44.179854570607375,67.06140903283534,89.08350723258485,9.356743567057409,99.49768050704188,低风险,0.0,236.0772329013457,136.57955239430382
2,0,0,3.641,4,101,216313,129340,-1,427864,Suspected Lost,Call,-13567,413.09,Miscellaneous Goods,-1,B,Unknown,6.335632074,0.9972797,7.710725171,0.938943862,84.14,227.5926047356633,6,0,14,3,0,0.7963155728775811,2,266.89086363636363,279.5726457399103,1.2203527261765736,合理诉求,0,57.17527200563429,60.42158639021535,17.105346880109728,43.77749184186191,185.4973952643367,中低风险,48.91784287003287,322.0769476586405,136.57955239430382
2,0,0,175.169,106,106,193886,405566,-1,427813,未知,Vendor Consultation,1231486,438.85,Electronic Product,0,Not Known,Receiver,16.55512076,0.977545097,85.50275177,0.999888853,307.42,229.47715291625008,0,6,6,1,6,0.2994872963427139,2,282.0470533642691,372.0839508928572,1.09081165225137,合理诉求,0,40.0740836619886,63.59712945166537,176.37522261505916,32.352977841957724,209.37284708374995,中低风险,72.79329468944613,345.95239947805374,136.57955239430382
2,0,0,191.158,143,13,183889,90173,-1,-80416,Pickup Error,Call,105832,1095.61,Hardware,0,C,Receiver,28.09708136,0.996094932,28.01019756,0.982714213,194.39,652.4461166788249,4,0,9,1,3,0.8225737260521537,2,305.00610738255034,308.9088340807175,1.4689310436504825,合理诉求,0,30.331531812833493,59.42080489033576,84.40978101154276,13.65213096997238,443.1638833211751,高风险,306.5843309268713,579.7434357154789,136.57955239430382
2,1,1,633.065,143,181,69980,311485,-1,427846,Pickup Error,Internal Software,876651,908.76,Beauty & Daily Essentials,-1,B,Consigner,6.137289028,0.960745026,40.8295529,0.968381131,527.82,500.441403334158,4,2,3,0,6,0.4191865839165456,2,261.34627232142856,319.2254565701559,1.222620734583204,合理诉求,0,30.331531812833493,42.66862877567938,105.021614227248,2.0708064234315566,408.318596665842,高风险,271.7390442715382,544.8981490601458,136.57955239430382
2,0,0,336.862,186,165,207447,392335,-1,427864,未知,Internal Software,285616,475.93,Pharmaceuticals,-1,B,Consigner,162.7930274,0.996443752,60.32166482,0.993111353,329.78,230.4172734900304,0,2,15,0,5,0.3070829743869897,2,380.5321590909091,369.6626315789474,0.9347074155244951,合理诉求,0,24.98413098985284,20.378913823093555,9.017480354548724,6.128605888752262,245.5127265099696,中高风险,108.93317411566576,382.09227890427337,136.57955239430382
2,1,0,24.729,132,265,462,271334,-1,-170998,Pickup Error,Call,936007,158.0,Hardware,-1,B,Unknown,61.91634027,0.990113676,7.602160496,0.967355587,123.15,85.14655794738621,4,0,9,3,6,0.2205696202531645,2,307.8155714285714,270.95794520547946,1.1529125194561294,合理诉求,0,58.50478543136322,75.50457544007953,5.523201753440306,6.140930467565782,72.85344205261379,低风险,0.0,209.4329944469176,136.57955239430382
2,0,1,9.153,243,55,31799,11780,1,-63923,Pickup Error,Call,245646,351.43,Appliances,0,C,Consigner,10.04728429,0.997858833,21.11114666,0.887963484,105.12,186.1122049644035,4,0,2,0,4,0.7008792647184361,2,253.31512249443207,335.7952115812917,1.1190155865436435,合理诉求,0,84.05315027105846,109.1180796907373,18.48039067078301,34.61341475425982,165.3177950355965,中低风险,28.73824264129269,301.8973474299003,136.57955239430382
2,0,0,850.351,136,55,42026,300000,-1,243995,Damage,Mini Program,110792394,2438.26,Household Goods,0,B,Consigner,110.5117338,0.998247551,86.6067239,0.995194949,626.15,2043.3888491215937,1,4,11,0,6,0.7431980182589223,2,365.18678651685394,366.23424593967513,5.161752364595087,诉求偏高,0,127.65981986529192,109.1180796907373,330.9520888122603,154.63751533829563,394.8711508784066,高风险,258.2915984841028,531.4507032727105,136.57955239430382
2,0,0,273.402,42,178,187981,368197,-1,427864,Pickup Error,Vendor Consultation,-43228,246.63,Jewelry,-1,B,Consigner,186.0142481,0.984244053,141.3043804,0.998718753,86.61,109.78349530600579,4,6,12,0,0,0.6488261768641284,2,380.5321590909091,434.3305803571429,0.7964184188036864,合理诉求,0,99.4485618512602,81.0676732915042,0.8987908251397585,10.171114633043125,136.8465046939942,中低风险,0.2669522996903879,273.426057088298,136.57955239430382
2,1,0,732.542,268,50,203345,52222,-1,56715,Damage,Call,1158853,162.4,Hardware,0,C,Receiver,83.12364822,0.903303753,111.9860198,0.895712479,139.11,71.00301917822048,1,0,9,1,6,0.143411330049261,2,372.19349344978167,433.8183518930958,0.7684560528571284,合理诉求,0,95.56107424090683,42.24514133356134,2.591269297359367,0.2213915494954617,91.39698082177952,低风险,0.0,227.9765332160833,136.57955239430382
2,0,0,30.716,188,341,122233,193233,-1,-21361,未知,Call,735206,123.86,Fresh,0,B,Consigner,29.06000859,0.792944825,15.82813102,0.970723276,54.01,67.20849450810667,0,0,7,0,6,0.563943161634103,1,310.0700655021834,286.8976805251641,1.1657717163614607,合理诉求,0,47.4090526671996,85.5510413282125,2.573684086143396,3.905284399041493,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
3,0,0,11.743,232,89,64307,300000,-1,-184630,未知,Call,946170665,1133.54,Miscellaneous Goods,0,B,Consigner,0.073254285,0.965258789,3.081537424,0.964121559,193.04,998.205044062024,0,0,14,0,6,0.8297016426416359,2,234.50764254385965,241.10457274826788,7.32171024807567,诉求偏高,0,53.11888537157986,57.06393685740829,15.182736191461633,154.63751533829563,135.33495593797602,中低风险,0.0,271.91450833227987,136.57955239430382
2,0,0,1396.345,42,0,227346,212899,-1,176685,Damage,Vendor Consultation,-69182,438.06,Hardware,-1,Not Known,Consigner,144.5001752,0.999292989,67.29687308,0.977807406,378.4,181.67875451701372,1,6,9,0,0,0.1361913893074008,2,374.0520222222222,353.6351434878587,0.7058740980761291,合理诉求,0,99.4485618512602,77.14359760454522,89.08350723258485,65.50960288288465,256.3812454829863,中高风险,119.80169308868248,392.9607978772901,136.57955239430382
2,1,0,4.166,139,0,183322,28010,-1,39738,未知,Call,457292,968.69,Dried Groceries,0,C,Unknown,0.994992817,0.845554512,0.195556135,0.947148948,176.43,598.4915511665115,0,0,5,3,5,0.8178674292085186,2,245.51675496688745,203.0566087613293,1.6123223387578909,合理诉求,0,98.55012502261452,77.14359760454522,125.65825026996592,63.27266619505292,370.1984488334885,中高风险,233.61889643918465,506.7780012277923,136.57955239430382
2,0,0,0.0,25,27,183723,293482,-1,427864,未知,Call,108459,370.88,Appliances,-1,C,Staff,36.67170286,0.94056859,1.58780859,0.995002787,12.37,220.7773669783205,0,0,2,2,3,0.9666468938740294,2,328.3355605381166,259.16695852534565,1.461108668745993,合理诉求,2,88.02025973044574,57.43999067391516,284.8398153277932,177.78105824567714,150.1026330216795,中低风险,13.523080627375691,286.6821854159833,136.57955239430382
5,0,0,0.0,2,148,59010,288107,-1,427824,Suspected Lost,Call,485695,428.43,Household Goods,-1,C,Consigner,2.863899225,0.970955612,2.370803743,0.946776148,404.94,241.73705230253285,6,0,11,0,5,0.0548280932707793,2,262.6598440979956,238.86262443438915,1.287938919751938,合理诉求,0,62.84702059293448,135.9097324369034,218.5643179275684,214.44940072422577,186.69294769746716,中低风险,50.11339530316332,323.2725000917709,136.57955239430382
2,0,0,169.258,63,312,206062,362271,-1,427774,Suspected Lost,Internal Software,-81245,157.76,Furniture,-1,Not Known,Consigner,2.82253814,0.997724253,0.0,0.96554441,39.59,79.42204190399289,6,2,8,0,0,0.7490491886409737,2,264.9222453703704,210.74114498141265,1.0010598181501476,合理诉求,0,78.66265012902139,14.029746962433954,5.906846209872815,9.878614301463267,78.3379580960071,低风险,0.0,214.9175104903109,136.57955239430382
2,0,0,91.109,168,187,106030,405566,-1,427383,未知,Internal Software,267742,2348.09,Fresh,0,B,Receiver,16.80330019,0.995940228,47.15667127,0.997674044,1157.69,1440.3316828739378,0,2,7,1,5,0.5069652355744456,1,285.9059367945824,357.2380984340045,1.58494470502231,合理诉求,0,108.6075731145314,67.73202556024641,13.454359505833576,32.352977841957724,907.7583171260624,高风险,771.1787647317585,1044.3378695203662,136.57955239430382
3,0,0,90.662,102,94,183889,125272,-1,219421,Damage,Internal Software,1313463,137.38,Miscellaneous Goods,-1,Not Known,Consigner,176.0576248,0.993514088,64.79790738,0.977574838,107.94,75.84901627899404,1,2,14,0,6,0.2142961129713204,2,365.18678651685394,367.7097959183673,1.2129829368654916,合理诉求,0,79.75566721007591,59.357333828975925,84.40978101154276,6.356833359795711,61.53098372100595,低风险,0.0,198.11053611530977,136.57955239430382
2,0,0,115.706,82,107,122990,96779,-1,427812,未知,Call,616674,662.49,Furniture,-1,B,Consigner,0.0,0.965911759,0.055069484,0.931062996,80.52,355.9115826980964,0,0,8,0,6,0.878458542770457,2,232.9513195201745,205.4008314606741,1.1571409522819394,合理诉求,1,18.830551132098147,85.16059949343013,4.390852776285367,69.69365736601932,306.5784173019036,中高风险,169.99886490759977,443.1579696962074,136.57955239430382
2,0,0,154.515,132,178,118572,80395,-1,427864,Suspected Lost,Call,660628,587.28,Miscellaneous Goods,0,C,Consigner,3.20362992,0.983968757,86.00012763,0.997710964,497.07,318.87533037666765,6,0,14,0,6,0.1536064568859828,2,262.6598440979956,353.96815909090907,1.1836295592890154,合理诉求,0,58.50478543136322,81.0676732915042,11.6071609214494,24.567884653144954,268.4046696233323,中高风险,131.8251172290285,404.98422201763617,136.57955239430382
2,0,0,129.153,182,100,211843,152121,-1,427833,Suspected Lost,Internal Software,25059,150.27,Miscellaneous Goods,-1,C,Consigner,56.81615343,0.990819848,31.89087558,0.892958421,23.67,75.47260081254123,6,2,14,0,2,0.842483529646636,2,307.8155714285714,323.6829864253394,0.9957149139891427,合理诉求,1,19.023094315692514,100.83157501778813,1.4796636494824238,1.9771872860487807,74.79739918745878,低风险,0.0,211.3769515817626,136.57955239430382
2,0,0,52.256,200,151,201458,54527,-1,427647,未知,Call,380436,410.4,Jewelry,0,B,Consigner,0.111655038,0.950858617,26.88688779,0.949337355,189.67,219.47813754069733,0,0,12,0,5,0.5378411306042885,2,240.5930162412993,310.10277777777776,1.143580698562875,合理诉求,0,43.83671082473987,61.00197544413271,166.71176136975043,19.56143225859314,190.92186245930264,中低风险,54.34231006499883,327.50141485360643,136.57955239430382
2,1,0,154.491,40,0,227346,74723,-1,427799,未知,Vendor Consultation,806114,245.17,Furniture,-1,C,Consigner,22.44854642,0.984719936,18.45161255,0.936843457,106.5,115.29264236576051,0,6,8,0,6,0.5656075376269527,2,315.07662895927604,296.8075570776256,0.8809212261754759,合理诉求,0,16.57296124369933,77.14359760454522,89.08350723258485,3.7440916501703327,129.87735763423947,中低风险,0.0,266.4569100285433,136.57955239430382
2,0,0,131.823,319,33,219415,394025,-1,427810,Suspected Lost,Internal Software,935455,1181.17,Miscellaneous Goods,0,C,Consigner,19.06704621,0.971836352,89.8569243,0.986049042,475.69,735.5945195501173,6,2,14,0,6,0.5972721962122303,2,255.6809150326797,366.23424593967513,1.6471896728612934,合理诉求,0,11.263821571172558,77.07586997556957,104.59806560163284,57.94645663079772,445.5754804498828,高风险,308.99592805557904,582.1550328441866,136.57955239430382
2,0,0,29.169,125,108,27766,148988,-1,427856,未知,Call,-24320,207.76,Jewelry,0,C,Consigner,140.2149771,0.954373701,14.32024882,0.997108356,123.45,109.63593873843487,0,0,12,0,0,0.4058047747400847,2,374.0520222222222,275.3200457665904,1.1060476875451197,合理诉求,0,72.01040474929201,80.62802920757954,107.87465692236562,43.250107023410855,98.12406126156512,低风险,0.0,234.7036136558689,136.57955239430382
2,0,1,0.0,55,292,23605,9736,-1,427792,未知,Call,65612,119.9,Pharmaceuticals,0,B,Unknown,0.0,0.974897469,0.0,0.862104068,4.46,63.248494508106674,0,0,15,3,2,0.9628023352793994,2,234.3825083986562,201.4001850481125,1.0970831371784449,合理诉求,2,35.86684935203544,31.1917864858253,29.537708853869024,40.81862142128483,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,0,0,96.06,3,101,63116,39729,-1,-158274,Suspected Lost,Call,1281086,1114.46,Appliances,0,B,Consigner,29.87663147,0.991758685,30.20998981,0.987764092,273.56,671.296116678825,6,0,2,0,6,0.7545358290113598,2,307.08357941834447,326.471431670282,1.511370333984158,合理诉求,0,41.18257094143706,60.42158639021535,49.33658288945737,7.220321213649342,443.1638833211751,高风险,306.5843309268713,579.7434357154789,136.57955239430382
3,0,0,2.609,281,187,132454,382995,-1,-141952,Damage,Call,-44634,223.08,Documents & Bills,0,C,Unknown,99.61672266,0.999765024,9.580561087,0.98435039,103.02,123.23395557536165,1,0,4,3,0,0.5381925766541151,2,358.28946902654866,269.37060324825984,1.2220008853937114,合理诉求,0,24.234716348098367,67.73202556024641,20.15332422014497,30.188316017640005,99.84604442463836,低风险,0.0,236.42559681894215,136.57955239430382
3,1,0,193.016,222,43,190165,394561,-1,67789,Pickup Error,Call,22129,776.36,Hardware,0,C,Receiver,16.45511257,0.928023053,17.00785528,0.865294795,186.86,449.1045614688778,4,0,9,1,2,0.7593126899891802,2,285.9059367945824,304.4849667405765,1.3681557371251225,合理诉求,0,55.22632970407765,46.62929673680777,61.4533116780589,96.77924383634286,327.2554385311222,中高风险,190.6758861368184,463.8349909254261,136.57955239430382
2,0,0,51.175,126,76,222881,300000,-1,427787,未知,Internal Software,423639215,3655.35,"Apparel, Footwear & Accessories",0,C,Consigner,0.0,0.992288903,6.618208039,0.986057953,658.45,2881.5033210915108,0,2,1,0,6,0.8198667706238801,2,234.50764254385965,270.95794520547946,3.7188045061387194,合理诉求,0,78.2176788777653,75.48765271948939,108.08880792845608,154.63751533829563,773.8466789084891,高风险,637.2671265141853,910.426231302793,136.57955239430382
2,0,0,34.755,164,277,190165,368516,-1,427855,未知,Vendor Consultation,367330,1198.66,"Apparel, Footwear & Accessories",0,B,Consigner,30.58495095,0.947978201,1.198007684,0.886612785,593.25,760.9097438139106,0,6,1,0,5,0.5050723307693592,2,324.8530396475771,249.62091903719912,1.7342662097299877,合理诉求,0,83.174148350529,111.93801044034473,61.4533116780589,53.21723094873617,437.75025618608953,高风险,301.17070379178574,574.3298085803933,136.57955239430382
2,0,0,213.247,221,194,43562,126584,-1,427864,未知,Call,465097,501.47,Miscellaneous Goods,0,B,Consigner,85.28497578,0.94416265,21.51458528,0.96907104,374.81,243.12690671855205,0,0,14,0,5,0.2525774223782081,2,358.28946902654866,332.48595348837205,0.9374720708474871,合理诉求,0,43.55644786052272,79.7249203144452,9.815374208838556,10.178953300687969,258.343093281448,中高风险,121.76354088714416,394.9226456757518,136.57955239430382
2,0,0,43.587,268,7,21253,249400,1,427862,未知,Call,-81331,149.65,Maternity & Baby Products,0,C,Consigner,0.0,0.982705982,11.05671762,0.991716859,74.57,76.44666169733145,0,0,13,0,0,0.5017039759438691,2,240.5930162412993,274.2503090507726,1.0302321087699935,合理诉求,0,95.56107424090683,116.0894067216629,18.88724676838132,32.69500750236156,73.20333830266856,低风险,0.0,209.7828906969724,136.57955239430382
2,1,0,44.563,222,55,54562,452982,-1,34103,Pickup Error,Mini Program,439032,1004.24,Miscellaneous Goods,-1,B,Consigner,11.33819459,0.978027707,49.70764243,0.99742798,386.79,605.6779057711578,4,4,14,0,5,0.6148430654026926,2,277.79844097995544,362.3371677559913,1.5158542677581084,合理诉求,0,55.22632970407765,109.1180796907373,22.0406909114852,11.734886186478407,398.56209422884217,高风险,261.9825418345383,535.141646623146,136.57955239430382
2,0,0,38.595,189,0,221292,339294,-1,427780,Damage,Internal Software,32373,380.02,Miscellaneous Goods,1,C,Receiver,0.0,0.946912955,16.99228717,0.978012518,166.38,210.17551567313532,1,2,14,1,2,0.5621809378453766,2,232.9513195201745,304.4849667405765,1.2302154002877927,合理诉求,0,162.38742851192362,77.14359760454522,9.621748202274915,238.37841350409977,169.84448432686466,中低风险,33.26493193256084,306.4240367211685,136.57955239430382
