线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded
2,0,0,12.556,63,299,7916,270580,1,-2081,未知,Call,-15782,1250.62,Miscellaneous Goods,0,C,Consigner,42.36469446,0.983626736,31.250331,0.998711859,510.54,740.0799999999999,0,0,14,0,0,1.4496023817634345,2,328.3355605381166,313.47682134570766
2,0,1,15.409,0,4,185890,168623,-1,427861,Damage,Internal Software,-56735,156.39,"Apparel, Footwear & Accessories",-1,B,Consigner,122.5204319,0.970896745,1.855462678,0.927904056,23.18,133.20999999999998,1,2,1,0,0,5.746764449634699,2,374.0520222222222,238.86262443438915
2,0,0,261.98,222,188,42026,65560,-1,160785,Suspected Lost,Call,971264,1394.07,Furniture,0,B,Receiver,7.994388182,0.879992303,22.56369538,0.99708618,853.97,540.0999999999999,6,0,8,1,6,0.6324578146699243,2,269.19758314855875,322.6695936794583
2,0,0,11.765,82,220,46301,243427,-1,427864,Pickup Error,Vendor Consultation,-10852,562.47,Beauty & Daily Essentials,0,Not Known,Consigner,22.00412859,0.999727408,96.85487699,0.992892126,238.98,323.49,4,6,3,0,0,1.3536279185976388,2,315.07662895927604,434.3305803571429
2,0,0,0.523,132,25,23605,298843,-1,-121200,Pickup Error,Internal Software,1220784,153.7,Documents & Bills,0,B,Receiver,8.757666967,0.949642618,7.006099308,0.948466665,35.61,118.08999999999999,4,2,4,1,6,3.316203312744677,2,259.5580044345898,270.95794520547946
2,0,0,25.442,7,17,118463,447076,-1,73651,未知,Call,285920,294.54,Hardware,-1,C,Consigner,0.0,0.999574607,0.0,0.986911159,124.69,169.85000000000002,0,0,9,0,5,1.3621782018315682,2,232.9513195201745,205.40083146067414
2,0,0,28.258,146,196,43459,394201,1,-58211,Suspected Lost,Vendor Consultation,-56257,880.67,Hardware,0,C,Consigner,77.51958459,0.941398081,47.37531293,0.996002763,362.34,518.3299999999999,6,6,9,0,0,1.430507258336631,2,338.9803393665158,364.60314814814814
2,0,0,319.943,207,70,115369,186873,-1,427770,未知,Call,582156,1131.67,Alcohol,-1,C,Receiver,1.043626839,0.962981028,4.342353372,0.974058176,358.44,773.23,0,0,0,1,5,2.1572090167906146,2,247.54199999999997,255.7687414187643
2,1,0,289.999,201,179,215974,300000,-1,427864,未知,Call,813939118,3253.25,Fresh,-1,B,Consigner,140.9156238,0.99183986,26.51479459,0.997665704,684.8,2568.45,0,0,7,0,6,3.7506571261134543,1,374.0520222222222,311.71078124999997
2,0,0,228.906,186,98,27890,420434,-1,-31150,Damage,Call,2122375,2486.6,Hardware,0,Not Known,Unknown,7.250274682,0.96731302,26.69129098,0.973816076,895.97,1590.6299999999999,1,0,9,3,6,1.7753161377972997,2,269.19758314855875,310.10277777777776
2,0,0,76.711,276,83,72547,304541,-1,427860,未知,Call,492518,978.86,Dried Groceries,-1,B,Receiver,29.51957449,0.950012592,1.456020677,0.956369732,425.77,553.09,0,0,5,1,5,1.299034690060384,2,299.41616438356164,259.16695852534565
5,0,0,0.0,96,13,178635,146416,-1,427863,Pickup Error,Vendor Consultation,1945932,275.83,Appliances,-1,Not Known,Receiver,116.1848219,0.970526277,0.979274407,0.966445325,84.57,191.26,4,6,2,1,6,2.2615584720040727,2,363.83571111111115,261.6411061946903
2,0,0,71.833,125,220,40465,135173,-1,54130,未知,Call,1145831,663.85,Hardware,0,C,Receiver,3.880898176,0.873373149,178.587404,0.997364981,284.79,379.06,0,0,9,1,6,1.3310158361834679,2,269.58882483370286,433.8183518930958
2,0,1,94.129,185,178,176828,400509,-1,-64639,Suspected Lost,Call,126220,1281.72,Dried Groceries,-1,B,Consigner,3.094140031,0.907672641,4.640664561,0.914115572,566.11,715.61,6,0,5,0,3,1.2640829520541224,2,262.6598440979956,261.6746428571429
2,0,0,184.629,146,268,227346,102098,-1,427864,未知,Call,861983614,2016.92,Pharmaceuticals,0,B,Receiver,31.44567574,0.999587977,55.79931307,0.987394125,284.53,1732.39,0,0,15,1,6,6.088602256138594,2,335.8718322295806,367.7097959183673
2,0,0,60.261,4,259,225128,412011,-1,427815,Damage,Call,465562,837.4,Furniture,0,C,Consigner,0.0,0.998800652,1.889225249,0.999410771,281.62,555.78,1,0,8,0,5,1.9735104040205413,2,234.3825083986562,237.6909409190372
2,0,0,210.95,0,179,112916,228331,-1,-33648,Suspected Lost,Call,111304,240.35,Beauty & Daily Essentials,0,C,Consigner,147.5413697,0.989710026,23.61751627,0.946725952,135.48,104.87,6,0,3,0,3,0.7740625922074061,2,380.5321590909091,335.7952115812917
2,0,0,0.964,180,1,183889,395254,-1,427850,Pickup Error,Call,122922,260.5,Dried Groceries,-1,Staff,Receiver,4.952339121,0.97796236,1.403738089,0.973381064,207.61,52.889999999999986,4,0,5,1,3,0.2547565146064853,2,278.26538975501114,260.81859956236326
2,0,0,232.561,133,132,220883,237969,-1,427864,未知,Vendor Consultation,18542,711.88,Home Improvement and Building Material,1,B,Receiver,80.21219943,0.987081947,92.67131063,0.987694496,305.74,406.14,0,6,10,1,2,1.3283835938598683,2,363.2431111111111,346.0820316027088
2,0,0,266.127,143,117,189531,137590,-1,-141318,Suspected Lost,Call,-81601,429.38,Hardware,0,Not Known,Consigner,7.955211167,0.825804919,31.07187249,0.942862226,263.69,165.69,6,0,9,0,0,0.6283514732971158,2,259.8581473214286,313.47682134570766
2,0,0,20.78,13,246,183889,300000,1,427861,未知,Call,98568809,803.65,Household Goods,0,B,Consigner,49.87091242,0.99966683,4.417446596,0.997109826,53.19,750.46,0,0,11,0,6,14.109043050552916,2,337.5425900900901,255.7687414187643
2,1,0,879.291,0,25,18279,210994,-1,-28169,未知,Internal Software,-58373,338.62,Hardware,-1,C,Consigner,78.31026385,0.981913782,112.9901997,0.992460944,276.8,61.81999999999999,0,2,9,0,0,0.22333815028094872,2,338.9803393665158,420.1927850877193
2,1,0,24.312,304,253,196587,402523,-1,427842,Pickup Error,Call,-42327,162.66,Dried Groceries,0,Not Known,Consigner,19.63633986,0.968319641,6.010286129,0.98771885,108.41,54.25,4,0,5,0,0,0.5004150908126174,2,263.94968397291194,255.7687414187643
2,0,0,63.818,35,161,183889,300000,-1,188542,未知,Internal Software,691265055,4385.19,Miscellaneous Goods,-1,B,Consigner,65.34123643,0.997644533,35.62384824,0.999080313,1023.29,3361.8999999999996,0,2,14,0,6,3.2853834201127206,2,333.45300000000003,323.6829864253394
2,0,0,49.492,190,146,191501,9659,-1,427860,未知,Call,451687,1526.31,Miscellaneous Goods,0,B,Consigner,4.191366615,0.998001844,0.063449739,0.927949732,406.84,1119.47,0,0,14,0,5,2.751622259297227,2,260.56041860465115,202.15432713754646
2,1,0,19.657,164,0,147363,98216,1,427760,Damage,Call,362834,390.66,Miscellaneous Goods,-1,B,Receiver,34.45278998,0.956829281,8.260826686,0.919904117,152.01,238.65000000000003,1,0,14,1,5,1.569962502363663,2,324.0455333333333,285.8858536585366
2,0,0,0.0,25,13,114339,115685,0,427698,未知,Call,3108595,266.03,Jewelry,0,Staff,Consigner,12.12135497,0.987489783,0.0,0.958958472,86.76,179.26999999999998,0,0,12,0,6,2.0662747807669115,2,267.9104805491991,202.15432713754646
2,0,0,89.528,178,33,179882,147357,-1,427655,未知,Call,1298610,173.02,Fresh,-1,B,Consigner,13.05483657,0.98103828,0.0,0.902136636,70.57,102.45000000000002,0,0,7,0,6,1.4517500352201012,1,272.02233409610983,205.40083146067414
2,0,0,427.455,207,101,122113,277902,-1,427844,Damage,Vendor Consultation,-49598,624.21,Dried Groceries,-1,Not Known,Consigner,49.53946894,0.998314913,1.443939668,0.907753437,197.09,427.12,1,6,5,0,0,2.1671317671029917,2,352.05103896103896,261.6411061946903
2,0,0,120.528,268,235,14084,268652,1,-129750,Damage,Call,516298,1662.42,Dried Groceries,-1,C,Receiver,21.68424536,0.898536054,25.22947099,0.976265325,530.24,1132.18,1,0,5,1,5,2.135221786320624,2,320.4258389261745,308.9088340807175
2,0,0,71.891,198,135,210232,350306,-1,427752,未知,Call,100348,509.92,Alcohol,0,C,Consigner,0.0,0.989566706,1.398756595,0.99358044,188.61,321.31,0,0,0,0,3,1.7035682094425761,2,231.20324660633486,249.62091903719912
3,1,0,266.192,140,89,163278,178682,-1,427860,Damage,Mini Program,2032155,1123.19,Miscellaneous Goods,-1,B,Consigner,14.14078485,0.965564682,1.58387593,0.977274223,457.32,665.8700000000001,1,4,14,0,6,1.4560264147324409,2,282.20390928725703,259.16695852534565
2,0,0,0.0,127,152,176357,291903,-1,427681,未知,Internal Software,396490,404.32,Miscellaneous Goods,0,Not Known,Unknown,13.31113961,0.993220018,3.508010245,0.980393618,220.03,184.29,0,2,14,3,5,0.8375676043795133,2,267.9104805491991,241.10457274826788
2,0,1,29.113,116,178,211167,246891,-1,-50228,未知,Internal Software,24802,101.67,Fresh,-1,B,Consigner,13.4753004,0.974702373,0.0,0.993819365,45.38,56.29,0,2,7,0,2,1.2404142791449064,0,282.6665707964602,201.40018504811252
2,0,0,500.865,13,315,101842,154253,-1,427864,Damage,Call,1115206,667.62,Dried Groceries,-1,C,Receiver,54.77983825,0.991005409,14.33297906,0.998353777,566.02,101.60000000000002,1,0,5,1,6,0.17949895763083465,2,312.5505,287.33791383219955
2,0,0,293.772,178,0,201458,354443,-1,427858,Pickup Error,Vendor Consultation,-78985,670.77,Dried Groceries,0,B,Consigner,33.20640755,0.985547355,79.38518186,0.982531792,231.75,439.02,4,6,5,0,0,1.8943689319570929,2,324.0455333333333,353.96815909090907
2,1,0,25.692,187,14,210232,87922,-1,427864,未知,Call,256489,350.41,Electronic Product,-1,B,Unknown,12.64466782,0.915387537,0.0,0.978607385,224.79,125.62000000000003,0,0,6,3,4,0.5588326882619854,2,275.0112253829322,210.74114498141265
3,0,0,695.161,25,21,183889,300000,-1,69663,未知,Call,465697383,4212.14,Documents & Bills,0,B,Staff,67.58149027,0.914706779,34.90084036,0.950459163,973.74,3238.4000000000005,0,0,4,2,6,3.3257337687336896,2,338.9803393665158,329.1931956521739
2,0,0,2.549,188,24,121951,382278,-1,71311,Suspected Lost,Internal Software,147024,100.47,Jewelry,0,B,Consigner,53.21821726,0.999010615,7.129891423,0.953229824,67.56,32.91,6,2,12,0,3,0.48712255765436313,2,312.5505,279.5726457399103
2,0,0,300.468,278,55,38855,190540,-1,427818,未知,Vendor Consultation,120345,258.75,Dried Groceries,-1,C,Consigner,43.5060322,0.99903669,79.23230157,0.929555,110.45,148.3,0,6,5,0,3,1.3426889994257414,2,335.95823798627003,346.0820316027088
2,1,0,8.655,4,190,22338,397557,-1,427743,Pickup Error,Call,-81471,1533.07,Maternity & Baby Products,-1,B,Consigner,0.0,0.948625456,3.06860006,0.988575183,891.68,641.39,4,0,13,0,0,0.7193051318778115,2,234.3825083986562,256.80997797356827
2,0,0,60.529,42,100,197553,252036,-1,25392,Damage,Call,1783530,261.32,Beauty & Daily Essentials,-1,B,Consigner,132.8674434,0.85886746,54.55880037,0.990244411,114.19,147.13,1,0,3,0,6,1.2884665906569344,2,363.83571111111115,368.0050669642857
2,0,0,230.565,55,1,224848,231994,-1,67887,Pickup Error,Call,879397,772.38,Miscellaneous Goods,0,Not Known,Consigner,22.42915962,0.967980814,78.35019762,0.989151418,197.41,574.97,4,0,14,0,6,2.9125677522459568,2,320.4258389261745,370.4103404255319
3,0,1,38.947,2,188,201312,14719,-1,427864,Pickup Error,Complaint,777947,552.18,Jewelry,-1,B,Unknown,15.63687892,0.985323544,0.0,0.952963117,323.3,228.87999999999994,4,1,12,3,6,0.7079492730990424,2,298.27488372093023,203.0566087613293
2,0,0,383.306,99,138,27627,88835,-1,-4081,Damage,Call,1238963,775.3,Maternity & Baby Products,-1,B,Consigner,15.3778353,0.997777795,0.731723317,0.997288155,358.5,416.79999999999995,1,0,13,0,6,1.1626220362297732,2,286.4287846481877,261.6411061946903
2,0,0,0.984,32,25,218129,161329,-1,21384,Suspected Lost,Internal Software,127596,172.76,Hardware,-1,B,Consigner,50.92070838,0.989845834,6.955793546,0.957562483,35.08,137.68,6,2,9,0,3,3.924743442438785,2,352.01026666666667,286.6511990950226
2,0,0,306.173,226,179,199261,326453,-1,427763,未知,Vendor Consultation,334276,899.9,Electronic Product,0,B,Consigner,17.91733696,0.994936251,24.68375071,0.997534002,478.79,421.10999999999996,0,6,6,0,5,0.8795296476350898,2,263.0759360730593,332.48595348837205
2,0,0,384.565,38,136,199261,300000,-1,427864,Pickup Error,Call,569685255,1744.18,Appliances,-1,C,Unknown,40.88748255,0.937396437,30.29899022,0.903431425,278.53,1465.65,4,0,2,3,6,5.262090259388143,2,325.8836017897092,328.78531963470317
2,0,0,21.01,132,14,153839,99957,-1,427864,Damage,Call,209759,224.98,Miscellaneous Goods,0,C,Receiver,20.09081668,0.974698047,19.5496107,0.996817373,59.08,165.89999999999998,1,0,14,1,4,2.808056871562617,2,263.94968397291194,320.4072991071429
2,0,0,186.404,2,299,221008,393619,-1,427862,Handover Error,Internal Software,555144,137.09,Dried Groceries,0,C,Unknown,4.089069112,0.998535356,0.0,0.999209065,46.64,90.45,3,2,5,3,5,1.9393224695670406,2,264.9222453703704,210.74114498141265
2,0,0,96.731,47,222,213037,376470,-1,427835,未知,Internal Software,167429,444.06,Miscellaneous Goods,-1,Not Known,Consigner,17.80908175,0.984525125,25.49730768,0.994998153,122.24,321.82,0,2,14,0,3,2.632689790360546,2,261.6036363636364,310.9002546296296
2,1,0,198.763,132,136,201458,221238,-1,427857,未知,Internal Software,615682,116.65,Miscellaneous Goods,0,C,Receiver,86.45655106,0.99986591,54.12257879,0.997261284,19.31,97.34,0,2,14,1,6,5.040911442236711,2,378.5232175925926,364.60314814814814
2,1,0,0.78,4,88,212986,143760,-1,103162,未知,Internal Software,851321,184.87,Hardware,-1,B,Consigner,29.60489434,0.996468908,0.354387744,0.988942914,153.99,30.879999999999995,0,2,9,0,6,0.20053250209750417,2,299.41616438356164,201.40018504811252
2,0,0,456.726,222,268,227346,28275,-1,94357,未知,Call,2324116,316.28,Hardware,0,B,Receiver,30.79738127,0.992254935,24.36440754,0.872252022,168.5,147.77999999999997,0,0,9,1,6,0.8770326408975053,2,335.8718322295806,317.04852422907487
2,1,0,973.596,117,0,160393,10728,-1,427860,Pickup Error,Call,213184,528.9,Furniture,0,B,Consigner,114.7207035,0.972957443,20.06344429,0.979362997,402.1,126.79999999999995,4,0,8,0,4,0.31534444167333125,2,374.0520222222222,304.4849667405765
1,0,0,16.573,4,33,14084,300000,-1,427864,未知,Call,485313736,3165.81,Beauty & Daily Essentials,1,C,Consigner,0.0,0.94920367,21.11419916,0.975570565,681.03,2484.7799999999997,0,0,3,0,6,3.6485617373148234,2,231.20324660633486,335.7952115812917
2,1,0,210.032,188,151,23485,437583,-1,427853,未知,Call,790196,1312.99,Miscellaneous Goods,-1,B,Receiver,3.228704465,0.990025797,21.405887,0.96416762,926.55,386.44000000000005,0,0,14,1,6,0.41707409205744894,2,281.3449339207049,332.48595348837205
2,0,0,0.0,187,187,217103,122539,-1,427835,未知,Call,347611,109.52,Dried Groceries,0,C,Consigner,7.959614135,0.998110857,4.8399377,0.984677772,57.8,51.72,0,0,5,0,5,0.8948096884265035,2,259.8581473214286,276.13313465783665
3,1,0,86.227,179,99,78040,355245,-1,427842,未知,Vendor Consultation,433131,479.71,Fresh,0,B,Consigner,65.4380006,0.994185011,3.108857757,0.997683653,222.33,257.38,0,6,7,0,5,1.1576485404058088,1,338.9803393665158,242.46427917620136
2,0,0,285.55,117,178,15877,225743,-1,427809,未知,Call,-55052,1437.27,Miscellaneous Goods,-1,Not Known,Unknown,38.08888891,0.966192196,51.32227674,0.88841648,321.66,1115.61,0,0,14,3,0,3.468289498120117,2,325.8836017897092,357.2380984340045
2,0,0,37.529,227,322,15877,197847,-1,-90881,未知,Internal Software,55937,774.89,Fresh,0,B,Receiver,73.3903084,0.981467933,36.26035833,0.97566553,490.99,283.9,0,2,7,1,2,0.5782195156606403,1,334.46513157894736,323.71263392857145
2,0,0,416.177,2,12,103617,5262,-1,427825,未知,Call,812237,834.91,Miscellaneous Goods,-1,C,Receiver,5.075078988,0.986823961,40.70343333,0.994871791,365.74,469.16999999999996,0,0,14,1,6,1.2827965220844644,2,278.26538975501114,321.7201149425287
3,0,1,6.665,268,187,207723,251858,-1,86291,未知,Vendor Consultation,6870,639.3,Household Goods,-1,C,Consigner,0.0,0.976925066,8.968485385,0.946185938,303.84,335.46,0,6,11,0,2,1.1040679304533942,2,234.50764254385965,269.37060324825984
2,1,0,25.633,355,88,191922,266072,-1,427863,Suspected Lost,Mini Program,-6772,107.11,Appliances,-1,C,Consigner,70.19947744,0.973750705,4.036487015,0.986502181,63.04,44.07,6,4,2,0,0,0.699079949127684,2,342.5651168224299,256.80997797356827
2,0,0,128.366,42,7,227280,92326,-1,427858,Pickup Error,Call,447911,137.74,Miscellaneous Goods,0,B,Consigner,31.46696601,0.919073077,4.73442775,0.999418969,69.7,68.04,4,0,14,0,5,0.9761836440493281,2,324.0455333333333,261.6746428571429
2,0,0,54.657,63,211,87819,246394,-1,427849,Suspected Lost,Internal Software,-81617,641.04,Miscellaneous Goods,-1,C,Consigner,2.670438196,0.997770838,26.82131748,0.99991868,274.84,366.2,6,2,14,0,0,1.332411584873657,2,260.07479820627805,310.9002546296296
2,0,0,154.445,146,222,54574,365689,-1,-11819,Damage,Call,-77995,1318.48,Dried Groceries,-1,B,Consigner,109.2900211,0.998546632,74.80831228,0.982721553,777.94,540.54,1,0,5,0,0,0.6948350772463835,2,365.18678651685394,366.23424593967513
2,0,0,19.568,152,151,14084,300000,-1,427864,未知,Call,541928425,2756.76,Furniture,0,B,Consigner,41.592896,0.995650702,4.589258097,0.962691303,498.59,2258.17,0,0,8,0,6,4.529112096020195,2,325.8836017897092,261.6746428571429
2,1,0,362.744,142,164,15566,340852,-1,-67945,未知,Internal Software,97551,896.35,Hardware,0,B,Consigner,87.34285235,0.99998773,8.217401506,0.845113601,465.8,430.55,0,2,9,0,3,0.9243237440763348,2,361.5607954545454,285.8858536585366
2,0,0,1.495,109,179,169489,149368,-1,427863,未知,Call,81296,382.52,Miscellaneous Goods,0,Not Known,Receiver,81.79294571,0.998308158,69.6037078,0.97800111,152.68,229.83999999999997,0,0,14,1,2,1.5053707098830642,2,372.19349344978167,366.23424593967513
2,0,0,699.471,185,12,134123,122539,-1,-82209,未知,Vendor Consultation,718119,1568.08,Hardware,-1,B,Consigner,1.633601201,0.856867505,66.45750043,0.957868473,730.61,837.4699999999999,0,6,9,0,6,1.1462613432454214,2,258.0287111111111,369.6626315789474
2,0,0,53.047,187,187,160510,353133,-1,427826,未知,Internal Software,283557,634.23,Miscellaneous Goods,0,C,Consigner,6.516182449,0.99796467,26.30898921,0.96726577,142.0,492.23,0,2,14,0,5,3.466408450460112,2,266.89086363636363,310.9002546296296
3,0,0,252.016,89,63,58579,273797,-1,-108596,未知,Call,323459,900.36,Hardware,0,C,Consigner,17.46131525,0.958134139,5.965145365,0.994316382,156.27,744.09,0,0,9,0,5,4.761566519180804,2,261.6036363636364,260.77156950672645
2,1,0,681.961,102,22,8292,163269,-1,427823,未知,Call,-55751,327.14,Pharmaceuticals,0,C,Consigner,114.1676276,0.997182019,80.54735101,0.910399571,179.37,147.76999999999998,0,0,15,0,0,0.823827841845134,2,363.83571111111115,370.4103404255319
2,1,0,659.489,7,270,191336,76332,-1,427825,Suspected Lost,Complaint,2643379,1171.12,Miscellaneous Goods,0,B,Receiver,7.339380531,0.977793939,73.66860566,0.973907166,608.76,562.3599999999999,6,1,14,1,6,0.9237794861534301,2,259.8581473214286,366.23424593967513
2,0,0,58.34,42,145,218512,63677,-1,-175434,Damage,Call,926053,1421.56,Pharmaceuticals,0,B,Receiver,82.05174737,0.99809003,60.04963791,0.995631319,525.07,896.4899999999999,1,0,15,1,6,1.7073723503207687,2,363.2431111111111,369.6626315789474
2,1,0,165.459,93,197,110809,102697,-1,427863,未知,Internal Software,1962824,689.99,Miscellaneous Goods,-1,B,Consigner,11.53635296,0.974246439,6.263025688,0.997321461,171.75,518.24,0,2,14,0,6,3.017409024569583,2,267.9104805491991,270.95794520547946
2,0,0,476.751,144,236,219855,373853,-1,427848,未知,Vendor Consultation,48485,194.82,Pharmaceuticals,1,C,Receiver,41.63464128,0.987375285,6.124055561,0.995156924,48.4,146.42,0,6,15,1,2,3.025206610945205,2,318.4882365591398,255.7687414187643
2,0,0,2.342,275,99,129203,261436,-1,427816,Suspected Lost,Call,531051,557.42,Furniture,0,B,Unknown,0.0,0.961606152,0.0,0.986737367,221.85,335.56999999999994,6,0,8,3,5,1.5125986025912732,2,240.5930162412993,210.74114498141265
2,1,0,1.088,38,0,183889,146495,-1,427864,未知,Vendor Consultation,-38575,421.93,Miscellaneous Goods,0,C,Consigner,2.358275722,0.963592575,0.0,0.997239783,44.85,377.08,0,6,14,0,0,8.407580823097529,2,258.57897379912663,210.74114498141265
5,0,0,0.998,127,1,143044,349756,-1,427862,Suspected Lost,Internal Software,-76324,313.36,Household Goods,0,B,Receiver,21.94240562,0.988480401,21.33853941,0.91351261,57.51,255.85000000000002,6,2,11,1,0,4.448791513745646,2,320.4258389261745,332.48595348837205
1,0,0,3.71,100,256,199335,330292,-1,427863,未知,Internal Software,88136,100.67,Beauty & Daily Essentials,0,Not Known,Consigner,2.538640761,0.971622452,1.797620074,0.892879819,2.68,97.99,0,2,3,0,3,25.0,2,258.57897379912663,242.12484633569738
2,1,0,177.001,38,268,37399,318151,-1,427819,未知,Vendor Consultation,116766,306.08,Alcohol,-1,C,Staff,9.240145143,0.985206965,28.58182009,0.757828145,197.76,108.32,0,6,0,2,3,0.5477346278040183,2,250.27369020501138,311.71078124999997
2,0,0,0.0,53,244,7900,229278,-1,427808,Damage,Call,1344690,430.87,Dried Groceries,-1,B,Unknown,0.0,0.994745311,0.0,0.999944786,140.14,290.73,1,0,5,3,6,2.0745682887059678,2,232.9513195201745,205.40083146067414
6,0,0,62.202,228,32,183889,323120,-1,427863,未知,Call,2526491,702.27,"Apparel, Footwear & Accessories",0,B,Consigner,20.15224169,0.990075413,62.51954616,0.981544757,58.8,643.47,0,0,1,0,6,10.94336734507766,2,263.0759360730593,368.0050669642857
3,0,0,37.438,4,210,193650,449900,-1,79234,未知,Vendor Consultation,-50199,792.64,Hardware,-1,B,Consigner,33.30385009,0.999448113,33.44628599,0.949770781,512.91,279.73,0,6,9,0,0,0.5453783314705236,2,335.8718322295806,313.47682134570766
2,0,0,3.905,1,210,63940,214750,-1,427854,未知,Internal Software,80879,228.74,Fresh,-1,B,Consigner,0.0,0.96333453,29.64508079,0.992756925,41.73,187.01000000000002,0,2,7,0,2,4.4814282280178706,1,234.3825083986562,318.4479782608696
2,1,0,43.023,25,150,12028,408676,-1,427844,未知,Vendor Consultation,-62824,425.18,Dried Groceries,-1,C,Receiver,0.0,0.946586245,9.668773277,0.970522306,251.35,173.83,0,6,5,1,0,0.6915854386038757,2,234.3825083986562,266.1820787746171
2,1,0,0.0,137,198,182233,13467,-1,427821,Suspected Lost,Call,-14319,294.48,Appliances,0,B,Unknown,1.357085924,0.998290351,24.63410053,0.981100547,101.84,192.64000000000001,6,0,2,3,0,1.8915946581017682,2,258.0287111111111,335.7952115812917
2,0,0,174.939,179,236,130344,21710,-1,427828,未知,Call,843307,1199.66,Maternity & Baby Products,-1,C,Consigner,59.98042136,0.99411533,54.63506055,0.857014862,609.92,589.7400000000001,0,0,13,0,6,0.9669136935833077,2,307.8155714285714,368.0050669642857
2,0,0,424.013,302,185,133320,94533,-1,-121032,未知,Call,858216,209.28,Maternity & Baby Products,0,B,Consigner,3.944456705,0.947224265,0.0,0.999141747,30.1,179.18,0,0,13,0,6,5.952823918288098,2,281.3449339207049,202.15432713754646
2,1,0,211.801,63,42,53990,280537,-1,-142721,Suspected Lost,Call,1269,732.09,Hardware,0,C,Receiver,0.458520056,0.961863922,0.659653955,0.992241734,612.99,119.10000000000002,6,0,9,1,2,0.19429354475286234,2,245.51675496688742,249.62091903719912
2,1,1,0.0,102,190,125764,52945,-1,427860,Suspected Lost,Call,422531,101.65,Furniture,-1,B,Receiver,0.0,0.999590873,0.0,0.994465888,12.85,88.80000000000001,6,0,8,1,5,6.9105058311980505,2,231.20324660633486,203.0566087613293
2,1,0,253.924,195,179,104320,82746,-1,4217,未知,Internal Software,435667,1097.45,Miscellaneous Goods,0,B,Receiver,17.42034255,0.946740671,2.902373414,0.880391381,282.73,814.72,0,2,14,1,5,2.8816185051858088,2,255.68091503267974,237.6909409190372
2,0,0,203.729,243,10,226317,395894,-1,427861,未知,Call,31574,620.79,Miscellaneous Goods,0,B,Consigner,15.50157775,0.979131833,41.00268456,0.99231926,211.43,409.35999999999996,0,0,14,0,2,1.936149079982209,2,285.9059367945824,321.7201149425287
2,0,0,186.369,79,33,64307,300000,-1,426613,未知,Call,211289132,2067.37,Miscellaneous Goods,-1,C,Consigner,4.400902664,0.999678328,3.017621643,0.886767404,498.67,1568.6999999999998,0,0,14,0,6,3.145767742131153,2,260.56041860465115,241.10457274826788
2,0,0,0.0,0,133,183889,90825,-1,99548,未知,Call,86404,1265.6,Hardware,0,B,Receiver,0.092605813,0.981122824,2.316491355,0.980245144,394.36,871.2399999999999,0,0,9,1,3,2.209250431022181,2,231.20324660633486,249.08704595185995
2,0,1,1.204,268,101,183889,102098,-1,427864,Pickup Error,Call,470914,1298.61,Alcohol,0,B,Consigner,1.584850871,0.982502567,0.33756191,0.990106141,411.24,887.3699999999999,4,0,0,0,5,2.1577910708550285,2,254.24613122171945,202.15432713754646
2,0,0,260.77,4,203,197461,409626,-1,427847,Damage,Internal Software,35989,2193.03,Furniture,0,C,Consigner,87.09704934,0.990735171,70.13141267,0.998844336,624.35,1568.6800000000003,1,2,8,0,2,2.512501001000841,2,372.19349344978167,366.23424593967513
2,0,0,4.014,74,147,159653,137960,-1,427863,未知,Internal Software,-55884,1336.35,Dried Groceries,0,B,Consigner,2.992308056,0.970932235,9.622922719,0.989637536,412.08,924.27,0,2,5,0,0,2.242938264360247,2,262.6598440979956,271.43254988913526
2,0,0,153.496,34,225,216311,78255,-1,427864,Pickup Error,Call,92576,306.41,Fresh,0,C,Receiver,17.13586858,0.988991469,0.0,0.970055881,206.46,99.95000000000002,4,0,7,1,3,0.48411314538001976,1,263.94968397291194,210.74114498141265
5,0,0,190.991,268,125,131508,345880,-1,427820,未知,Call,346402,578.51,Documents & Bills,-1,B,Unknown,0.0,0.991442374,19.34709951,0.996923563,398.25,180.26,0,0,4,3,5,0.45263025736465456,2,234.3825083986562,314.3277728285078
2,0,0,238.75,165,249,207680,184969,-1,427626,未知,Call,-81108,241.38,Pharmaceuticals,-1,C,Staff,93.57395729,0.993675296,2.989199527,0.875535781,80.62,160.76,0,0,15,2,0,1.9940461421490887,2,363.2431111111111,245.12169230769229
2,0,0,127.208,127,147,84167,90620,-1,427783,Suspected Lost,Call,-31847,802.87,Dried Groceries,0,B,Receiver,14.1700989,0.990962028,91.45402183,0.98941538,535.59,267.28,6,0,5,1,0,0.49903844357626087,2,298.27488372093023,346.0820316027088
