线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded,数分位指标,风险标注,风险标注_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
2,0,0,50.814,13,25,227346,300000,-1,284102,未知,Vendor Consultation,640347838,2026.78,Maternity & Baby Products,-1,C,Consigner,14.27217997,0.998734512,76.87900517,0.99712122,294.55,1732.23,0,6,13,0,6,0.8546709559004925,2,286.4287846481877,370.4103404255319,5.8610387413297245,诉求偏高,1,117.72169897217258,66.48832215663754,90.97331664344252,149.21472677845352,0.27485380116959063,0.12244897959183673,0.2770012706480305,0.5733496332518337
2,0,0,16.675,1,25,225719,322222,1,-69684,Suspected Lost,Call,908676,103.73,Hardware,0,C,Receiver,109.1343394,0.9999996,93.97514432,0.998736542,13.69,90.04,6,0,9,1,6,0.8680227513737588,2,374.0520222222222,353.96815909090907,6.129339686861812,诉求偏高,1,56.46867108159215,49.477914208518385,1.9851055874078558,41.91380957435517,0.1947565543071161,0.11,0.0,0.0
2,0,0,55.088,190,55,203107,59696,-1,427853,Pickup Error,Call,-41942,213.34,"Apparel, Footwear & Accessories",0,B,Consigner,8.957058231,0.96642724,4.486493875,0.974656997,76.09,137.25,4,0,1,0,0,0.6433392706477923,2,253.31512249443207,260.77156950672645,1.7803865611622778,合理诉求,0,77.53946835126361,114.18109154827336,35.708881815991624,15.866341688254101,0.1534090909090909,0.22,0.0,0.0
2,1,0,142.239,6,13,183889,182765,-1,427845,未知,Mini Program,1072738,101.18,Fresh,0,B,Consigner,44.93247452,0.970134576,5.516302116,0.948466242,39.19,61.99000000000001,0,4,7,0,6,0.6126704882387825,1,352.05103896103896,261.2737831858407,1.542423488429958,合理诉求,0,32.29956245158629,65.16400277919021,83.73833151451002,0.0,0.05555555555555555,0.1271186440677966,0.2564575645756458,0.0
2,0,0,26.82,143,188,144757,368213,-1,105879,Damage,Call,49513,1245.87,Hardware,-1,C,Receiver,21.34435863,0.980101399,0.381824603,0.997160652,682.81,563.06,1,0,9,1,2,0.451941213770297,2,320.29383219954644,201.4001850481125,0.823415861131016,合理诉求,0,32.03055655355914,77.40158166874728,4.438956446307833,148.5329623074619,0.07547169811320754,0.03508771929824561,0.0,0.25
2,0,0,15.475,220,179,133547,212899,-1,427837,Damage,Call,113692,160.26,Dried Groceries,0,B,Receiver,65.84457209,0.97202132,75.98077851,0.941207172,70.94,89.32,1,0,5,1,3,0.5573443154873331,2,338.9803393665158,372.0839508928572,1.2415902140672783,合理诉求,0,141.32509044248098,45.193142749490384,13.578382412941433,62.97475324484525,0.07142857142857142,0.19367588932806323,0.5,0.23333333333333334
2,1,0,51.308,221,0,153185,46172,-1,427864,未知,Mini Program,292790,973.94,Documents & Bills,0,C,Receiver,98.1157529,0.999469873,19.31586653,0.963384479,219.9,754.0400000000001,0,4,4,1,5,0.7742160708051831,2,358.28946902654866,304.01948430493275,3.413490267089181,合理诉求,0,52.868893573775615,83.05388106794693,70.8784655778559,4.480075990180143,0.44,0.17737003058103976,0.0,0.0
2,1,0,11.579,9,188,183889,235119,-1,-54955,未知,Call,199092,421.87,Documents & Bills,-1,C,Consigner,36.7425731,0.826736455,13.39824452,0.992749063,185.32,236.55,0,0,4,0,4,0.5607177566548938,2,318.8163908045977,281.7043973214286,1.269589952769429,合理诉求,0,183.95837084744886,64.93217822286915,78.29182798956555,51.62915773566235,0.3333333333333333,0.1016949152542373,0.25806451612903225,0.3333333333333333
2,0,0,0.0,309,268,212637,300000,-1,427864,Damage,Internal Software,451276343,3561.28,Miscellaneous Goods,0,B,Consigner,0.0,0.980231909,0.0,0.758482359,840.56,2720.7200000000003,1,2,14,0,6,0.7639725042681283,2,234.50764254385965,202.1543271375465,3.2329483340462954,合理诉求,0,100.81059606380644,94.6599568872996,84.02753446893841,149.21472677845352,0.3333333333333333,0.27102803738317754,0.42857142857142855,0.5733496332518337
2,0,0,158.731,27,98,184727,321730,-1,62138,未知,Internal Software,1058490,760.55,Hardware,0,Not Known,Consigner,1.640034909,0.983224811,9.635975839,0.995666077,407.83,352.72,0,2,9,0,6,0.4637696403918218,2,254.24613122171945,269.37060324825984,0.8627546902135362,合理诉求,0,91.1096458445113,52.335947423640086,9.709257079001457,1.1039782243254916,0.13846153846153847,0.08888888888888889,0.0,0.0
2,0,0,363.497,113,178,13088,104413,-1,427839,Suspected Lost,Call,1189306,553.02,Pharmaceuticals,0,B,Receiver,1.567442325,0.977255054,12.77628635,0.969459323,283.9,269.12,6,0,15,1,6,0.4866370113196629,2,251.87966139954847,268.2698901098901,0.9446121446121448,合理诉求,0,22.91121398934147,73.34191344919356,10.597339697469554,10.42627366089408,0.03225806451612903,0.20649651972157773,0.0,0.0
2,1,0,1496.486,309,344,227346,300000,1,-188762,未知,Call,576700036,2525.74,Alcohol,0,B,Consigner,21.93514623,0.955655607,132.5501082,0.998036685,634.72,1891.02,0,0,0,0,6,0.748699391069548,2,320.29383219954644,433.8183518930958,2.974611464166614,合理诉求,0,152.49320378582973,39.2423650364136,92.9461467051474,157.40407217778625,0.2653061224489796,0.32,0.28314028314028317,0.5768292682926829
2,0,0,74.761,164,133,203814,310361,1,427864,Suspected Lost,Internal Software,-63145,2764.66,Miscellaneous Goods,0,C,Consigner,5.700343346,0.983626789,18.76321093,0.887428508,1170.66,1593.9999999999998,6,2,14,0,0,0.5765627599777188,2,271.04275488069413,296.8075570776256,1.3604629329327618,合理诉求,0,59.72498410518864,35.02087652283558,0.0,202.98,0.16176470588235295,0.09090909090909091,0.0,0.0
2,0,0,47.456,150,0,89508,133280,-1,-38754,未知,Vendor Consultation,11219,197.7,Beauty & Daily Essentials,-1,B,Consigner,0.0,0.985334904,0.0,0.981003187,197.43,0.2699999999999818,0,6,3,0,2,0.0013657056145674,2,234.50764254385965,202.1543271375465,0.0013606813485863,合理诉求,0,68.02774724414232,83.05388106794693,47.572953410600576,0.0,0.15,0.17737003058103976,0.0,0.0
2,0,0,716.573,137,257,211449,300000,-1,427864,未知,Call,135503518,2613.67,Miscellaneous Goods,0,B,Consigner,57.76701146,0.961522206,206.3821683,0.993250683,407.25,2206.42,0,0,14,0,6,0.8441846139719246,2,314.9283900226758,413.0610297482838,5.40458052663809,诉求偏高,1,58.18470170477054,174.78581058889492,66.15112819740624,146.7646800203207,0.17073170731707318,0.21428571428571427,0.5357142857142857,0.5710560625814863
5,0,1,328.077,93,1,190165,112637,-1,-17251,Pickup Error,Call,2239015,776.8,Appliances,-1,Not Known,Consigner,92.21700485,0.972607449,62.06476919,0.945143601,305.45,471.35,4,0,2,0,6,0.6067842430484037,2,358.28946902654866,368.0050669642857,1.5380975689345735,合理诉求,0,66.74115822236953,69.33956050300672,66.29782200186548,7.966932371912233,0.13043478260869565,0.16233766233766234,0.05555555555555555,0.0
2,0,0,1314.055,144,25,227346,260165,-1,427863,Damage,Internal Software,114996,845.33,Dried Groceries,0,B,Consigner,77.50445114,0.99865486,42.3956134,0.984763946,130.71,714.62,1,2,5,0,3,0.8453739959542427,2,333.45300000000003,319.2254565701559,5.425707994837142,诉求偏高,1,146.06920730551337,66.48832215663754,90.97331664344252,100.03,0.08333333333333333,0.12244897959183673,0.2770012706480305,0.0
2,0,0,7.617,117,277,79911,266414,-1,-30174,Damage,Call,-77003,101.93,Appliances,0,C,Consigner,5.717702277,0.994954156,0.0,0.998150664,14.84,87.09,1,0,2,0,0,0.8544098891396056,2,272.36691144708425,210.74114498141265,5.4981060606060606,诉求偏高,1,67.48797064535397,112.55072458387599,0.0,0.6319487694476147,0.14864864864864866,0.07692307692307693,0.0,0.0
2,0,0,740.404,0,102,159060,182868,-1,427864,Damage,Internal Software,931354,111.47,Miscellaneous Goods,0,B,Consigner,69.20234032,0.972605824,4.091355357,0.996217548,44.19,67.28,1,2,14,0,6,0.6035704673903293,2,333.45300000000003,241.10457274826788,1.4888249612746185,合理诉求,0,61.42780663825623,105.1488110693925,0.0,143.94252737742093,0.19480519480519481,0.2,0.0,0.25
2,1,0,384.872,217,79,227346,300000,-1,427200,未知,Call,512715923,1203.05,Dried Groceries,0,C,Consigner,5.533533153,0.947137309,28.8784403,0.953010378,93.85,1109.2,0,0,5,0,6,0.9219899422301652,2,271.04275488069413,310.9002546296296,11.694254085398,诉求偏高,1,126.03523867460144,48.91148673491081,93.68886143948677,156.39748376619548,0.2,0.20689655172413793,0.2676767676767677,0.5650060753341434
2,1,1,1056.805,188,152,138093,264711,1,427848,未知,Call,936708,2227.76,Furniture,-1,B,Consigner,121.5867795,0.978294664,77.09627785,0.999102157,1099.33,1128.4300000000003,0,0,8,0,6,0.5065312241893203,2,374.0520222222222,353.96815909090907,1.0255377932074927,合理诉求,0,50.8576141682286,69.30171409938768,31.914642772930918,74.70850169044282,0.2638888888888889,0.17391304347826086,0.0,0.0
2,0,0,45.106,122,366,149022,413039,-1,427847,Pickup Error,Call,-79261,162.21,Maternity & Baby Products,-1,C,Consigner,5.41434574,0.991394693,0.871938418,0.988108259,63.56,98.65,4,0,13,0,0,0.6081622588003206,2,278.26538975501114,260.81859956236326,1.528035935563817,合理诉求,0,12.624719864388018,37.4634120438657,2.2815236585102165,8.491502909549139,0.0,0.0,0.0,0.0
2,1,1,113.945,29,202,168403,71030,-1,427860,Pickup Error,Internal Software,2852710,619.82,Jewelry,0,B,Receiver,57.14469768,0.981202125,11.50945906,0.981859188,304.78,315.0400000000001,4,2,12,1,6,0.508276596431222,2,313.9089870689655,274.2503090507726,1.0302832101510893,合理诉求,0,24.569831335413898,45.835090583156024,0.0,2.0380328255479956,0.0,0.0,0.0,0.0
2,0,0,10.896,186,147,155618,193297,-1,127927,Damage,Call,69810,782.35,Jewelry,0,C,Consigner,1.76823067,0.998895853,18.98171722,0.997272377,419.62,362.73,1,0,12,0,2,0.4636415926375663,2,254.24613122171945,304.01948430493275,0.8623698350054682,合理诉求,0,26.44439479703106,99.13923795371583,16.87015945330296,0.0,0.0,0.2,1.0,0.0
2,0,0,274.184,137,178,36562,453758,-1,427852,未知,Call,771164,401.79,Alcohol,0,B,Receiver,162.7144789,0.991257793,82.36806931,0.900085274,156.59,245.2,0,0,0,1,6,0.6102690460190646,2,363.8357111111112,370.4103404255319,1.5559362903737546,合理诉求,0,58.54563713396292,79.44547011820596,111.9,337.39300821597016,0.16049382716049382,0.2088167053364269,0.0,0.4090909090909091
2,1,0,39.905,0,190,32511,130970,-1,129248,未知,Call,842465,771.91,"Apparel, Footwear & Accessories",0,C,Receiver,0.356267334,0.916659471,0.378141709,0.904948955,215.35,556.56,0,0,1,1,6,0.7210166988379474,2,240.51343115124152,205.4008314606741,2.572498266697481,合理诉求,0,59.67839024303292,40.10175575457504,21.389593492891038,5.977831687713765,0.17973856209150327,0.140625,0.0,0.0
2,1,0,84.306,270,256,215963,210689,-1,427863,Damage,Mini Program,-78804,316.41,Dried Groceries,0,C,Consigner,27.44699071,0.987403322,1.41577563,0.970948244,236.34,80.07000000000002,1,4,5,0,0,0.2530577415378781,2,299.41616438356164,259.16695852534565,0.3373641189854218,合理诉求,0,33.8395779370654,73.302743276478,0.0,0.0,0.3333333333333333,0.23529411764705882,0.0,0.0
2,0,0,744.713,178,179,184531,384487,-1,427853,未知,Call,190603,1904.33,Miscellaneous Goods,0,B,Consigner,8.19831778,0.977606936,64.90633717,0.994068289,1263.04,641.29,0,0,14,0,4,0.3367536088808137,2,259.8581473214286,367.7097959183673,0.5073336286826367,合理诉求,0,78.03408659479068,57.0459631391822,33.77112622093913,93.23965396191818,0.13135593220338984,0.18532818532818532,0.3333333333333333,0.3333333333333333
2,0,1,113.758,243,100,165929,378312,-1,427817,未知,Call,-12386,505.38,"Apparel, Footwear & Accessories",0,C,Unknown,0.860290319,0.96866699,0.026406649,0.967260691,504.91,0.4699999999999704,0,0,1,3,0,0.000929993272389,2,243.63325991189427,202.1543271375465,0.0009290189954734,合理诉求,0,84.77202813087058,96.87638127794739,26.15147552839422,366.33563689931214,0.14814814814814814,0.1865671641791045,0.0,0.0
2,1,0,462.399,47,181,105883,118350,-1,427853,未知,Internal Software,-55802,221.36,Furniture,0,C,Consigner,25.7918426,0.987047049,10.75938773,0.997049588,58.19,163.17000000000002,0,2,8,0,0,0.7371250451752801,2,310.0700655021834,274.2503090507726,2.756715661429296,合理诉求,0,72.75254338763725,36.56052796519186,10.35683308468931,0.9341322711236991,0.11538461538461539,0.22727272727272727,0.0,0.6666666666666666
2,0,0,230.832,1,128,14084,186080,-1,427862,Suspected Lost,Call,147369,568.55,Household Goods,-1,C,Receiver,0.0,0.999433318,10.72208708,0.992603268,391.08,177.46999999999997,6,0,11,1,3,0.3121449300853047,2,234.3825083986562,291.00650234741784,0.4526372168945112,合理诉求,0,73.40981542805149,43.325639012295404,57.49501745594982,50.47723411354297,0.2,0.18181818181818182,0.11650485436893204,0.0
2,1,0,11.103,151,100,205945,88491,-1,-20712,未知,Call,-21597,103.1,Documents & Bills,0,B,Consigner,18.83837304,0.990574014,0.547597918,0.998217891,23.86,79.24,0,0,4,0,0,0.7685741998060136,2,255.6809150326797,201.4001850481125,3.18744971842317,合理诉求,0,52.96286083269802,106.56566260968133,14.970756711643318,3.624739428898416,0.11392405063291139,0.13385826771653545,0.5,0.0
2,1,0,54.209,253,55,106988,247952,-1,427841,Suspected Lost,Mini Program,-51362,897.39,Furniture,0,C,Consigner,6.923059418,0.955317291,0.0,0.983140587,122.02,775.37,6,4,8,0,0,0.8640279031413322,2,269.19758314855875,210.74114498141265,6.3027962932856445,诉求偏高,1,105.12393013622321,119.73828509963953,2.3917029566811827,83.42357269973819,0.07547169811320754,0.15384615384615385,0.0,0.5
2,0,0,0.0,101,178,17184,306420,-1,427831,未知,Call,30698,128.28,Alcohol,0,C,Consigner,14.36310368,0.979994214,9.313324833,0.98152478,35.69,92.59,0,0,0,0,2,0.7217804801995634,2,282.0470533642691,280.7192633928572,2.523575906241483,合理诉求,0,69.91744470109131,87.47442725594894,2.9384178762162403,1.1308575273275787,0.23529411764705882,0.1926605504587156,0.0,0.0
2,0,0,303.96,9,15,89305,58147,-1,427810,Pickup Error,Call,1461100,683.61,Jewelry,-1,B,Receiver,44.11974166,0.926229882,108.9478362,0.971454955,199.54,484.0700000000001,4,0,12,1,6,0.708108424394026,2,335.2251025056948,413.0610297482838,2.4138326518400324,合理诉求,0,190.45245479812374,69.79081776149377,176.05553577785687,1.3279934074989699,0.3225806451612903,0.21818181818181817,0.0,0.0
2,0,0,180.301,27,1,143044,294473,-1,427860,未知,Call,-79448,610.76,Pharmaceuticals,0,C,Consigner,12.8842352,0.987039318,15.2340831,0.959171959,412.93,197.83,0,0,15,0,0,0.3239079180037986,2,272.02233409610983,275.3200457665904,0.4779310511439132,合理诉求,0,44.66568412811536,66.04275944889662,52.19535754840039,2.245100754231352,0.12698412698412698,0.14376996805111822,0.05263157894736842,0.0
2,0,0,302.835,83,199,23605,300000,1,427864,未知,Internal Software,770279181,2995.3,"Apparel, Footwear & Accessories",0,B,Consigner,3.990286953,0.970477859,74.1978215,0.992404922,531.03,2464.2700000000004,0,2,1,0,6,0.8227122491903984,2,264.9222453703704,372.0839508928572,4.6318252730109215,合理诉求,0,41.983009764404585,61.316964767852184,32.26880053668856,163.30068855149273,0.5,0.36231884057971014,0.375,0.5474358974358975
2,0,0,926.129,151,152,227346,162525,-1,427832,未知,Call,287123,1205.53,Appliances,0,C,Consigner,218.1189378,0.988171341,67.11679265,0.949133305,245.29,960.24,0,0,2,0,5,0.7965293273497964,2,374.0520222222222,353.6351434878587,3.898818466035974,合理诉求,0,52.901823708719064,69.30171409938768,72.98319314413496,106.90397683581996,0.1242603550295858,0.17391304347826086,0.2839838492597577,0.0
2,0,0,438.746,142,227,98211,133247,-1,427859,Suspected Lost,Call,-67054,127.46,Miscellaneous Goods,0,B,Consigner,29.48082664,0.990864145,14.08481112,0.913459085,16.83,110.63,6,0,14,0,0,0.8679585752392908,2,307.08357941834447,287.33791383219955,6.204711160964667,诉求偏高,1,91.57534552367801,19.878579570474873,51.924256042973134,0.0,0.17567567567567569,0.1111111111111111,0.3333333333333333,0.0
2,0,0,18.723,178,179,227346,390255,-1,427862,Pickup Error,Call,-81105,270.63,Home Improvement and Building Material,-1,Not Known,Receiver,0.0,0.962584701,0.059139101,0.96412148,85.09,185.54,4,0,10,1,0,0.6855854857185086,2,234.50764254385965,202.1543271375465,2.1551864328028807,合理诉求,0,77.43133947001925,57.241713210286896,90.97331664344252,1.479317634022226,0.15294117647058825,0.21011673151750973,0.2770012706480305,0.0
2,0,0,35.611,12,44,227346,352072,-1,-106288,未知,Internal Software,-75597,229.83,Dried Groceries,-1,B,Receiver,15.51156159,0.890621915,2.024900461,0.991518972,89.68,140.15,0,2,5,1,0,0.6097985467519471,2,282.0470533642691,242.12484633569736,1.5455447728275251,合理诉求,0,75.4200646765281,16.471124063454177,93.95808297694902,0.4395050503053903,0.3225806451612903,0.1,0.2585987261146497,0.0
2,0,0,42.479,198,190,3353,323169,-1,4199,Suspected Lost,Mini Program,461808,665.27,Hardware,-1,B,Receiver,0.890122058,0.984626634,9.537690725,0.984804913,371.18,294.09,6,4,9,1,5,0.4420611180422986,2,240.51343115124152,271.43254988913526,0.7901821699177817,合理诉求,0,70.91319185541367,40.10175575457504,21.115025271863995,0.0,0.1794871794871795,0.140625,0.0,0.0
2,0,0,4.146,145,5,47252,56026,-1,142321,未知,Call,487401,350.33,Furniture,0,B,Staff,34.44415048,0.982259166,15.06233908,0.916244004,184.16,166.17,0,0,8,2,5,0.4743242086033168,2,324.8530396475771,287.33791383219955,0.8974400518470511,合理诉求,0,70.86267862218453,78.8575632559114,8.356588206745934,11.451351092199829,0.15384615384615385,0.02702702702702703,2.0,0.0
2,0,0,333.211,2,271,185652,67626,-1,427848,未知,Call,1167532,1315.08,Fresh,0,B,Unknown,0.0,0.994429306,0.295812667,0.989598068,529.47,785.6099999999999,0,0,7,3,6,0.5973857103750342,1,234.3825083986562,201.4001850481125,1.480969706109676,合理诉求,0,56.04468495785089,22.205945697447277,49.4136412934883,0.8636536984120843,0.09359605911330049,0.20689655172413793,0.0,0.0
2,0,0,216.081,131,292,55628,144524,-1,427856,未知,Internal Software,99939,439.75,Miscellaneous Goods,0,C,Consigner,125.8125854,0.977213865,17.80536196,0.964524516,121.82,317.93,0,2,14,0,3,0.7229789653212052,2,365.18678651685394,314.3277728285078,2.588584921022635,合理诉求,0,34.179758516346034,22.072499260303616,0.5429324594695514,0.0,0.2857142857142857,0.25,0.0,0.0
5,0,0,40.162,136,253,142860,423901,-1,427805,未知,Call,103607,466.28,Dried Groceries,-1,B,Receiver,3.804690603,0.991567234,19.67671224,0.992152453,99.8,366.48,0,0,5,1,3,0.7859655142832633,2,269.58882483370286,314.3277728285078,3.635714285714286,合理诉求,0,131.7249122993303,69.88451229595863,18.22918582916356,27.86359210734381,0.2,0.208955223880597,0.0,0.0
2,1,0,274.323,100,0,13855,300000,-1,-1194,Suspected Lost,Call,141949537,3524.59,Miscellaneous Goods,0,B,Consigner,14.13639156,0.943434858,12.34641365,0.912205881,744.48,2780.11,6,0,14,0,6,0.7887754320360666,2,282.0470533642691,274.2503090507726,3.729288512099587,合理诉求,0,67.21440461635073,79.90739347647305,335.66554186971206,163.30068855149273,0.10614525139664804,0.15853658536585366,0.4375,0.5474358974358975
2,0,0,108.034,287,303,175929,403990,-1,427864,未知,Call,-61425,107.16,Appliances,-1,C,Consigner,77.98274421,0.999520569,167.2894321,0.992813882,34.38,72.78,0,0,2,0,0,0.6791713325867862,2,342.5651168224299,433.8183518930958,2.057094403617863,合理诉求,0,8.162866826396543,30.355771547374097,10.944370271182297,0.0,0.0,0.15,0.0,0.0
2,0,0,597.912,5,93,23677,355607,-1,427851,Pickup Error,Internal Software,429541,105.76,Pharmaceuticals,0,C,Consigner,39.45445345,0.981390633,6.513426185,0.981720458,37.92,67.84,4,2,15,0,5,0.6414523449319214,2,328.3355605381166,286.6511990950226,1.7430626927029804,合理诉求,0,64.35039757274271,50.459606900875684,0.5013326803356659,0.0,0.0975609756097561,0.037037037037037035,0.0,0.0
2,0,0,2.349,142,78,64307,273057,-1,-76458,Damage,Call,143280,100.32,"Apparel, Footwear & Accessories",-1,Not Known,Consigner,8.661197134,0.998684574,33.1451601,0.984294073,66.39,33.92999999999999,1,0,1,0,3,0.3382177033492822,2,253.31512249443207,326.471431670282,0.5034871642676954,合理诉求,0,91.57534552367801,20.968534132622647,13.00208055946742,0.0,0.17567567567567569,0.0,0.2857142857142857,0.0
2,1,0,4.506,25,27,212637,33134,-1,427864,Pickup Error,Call,87074,406.52,Dried Groceries,1,C,Receiver,14.82689511,0.939819808,0.0,0.963765149,31.23,375.29,4,0,5,1,3,0.9231772114533112,2,298.27488372093023,203.0566087613293,11.644120384734718,诉求偏高,1,93.63957198321377,48.46968080426125,367.41916773417944,66.10303933284303,0.20306513409961685,0.47058823529411764,0.38095238095238093,0.0
2,0,0,105.837,117,137,32511,212899,-1,427717,未知,Internal Software,896564,2285.2,Maternity & Baby Products,-1,B,Consigner,11.59723223,0.995995039,46.10443263,0.976391234,1131.71,1153.4899999999998,0,2,13,0,6,0.5047654472256257,2,267.9104805491991,364.7963982102908,1.0183453840788903,合理诉求,0,61.49139354939754,40.54514853954838,18.870798190930202,51.607271765574446,0.17073170731707318,0.10126582278481013,0.0,0.25925925925925924
2,0,0,375.288,42,115,189531,234751,-1,22785,Damage,Vendor Consultation,120815,491.66,Hardware,-1,C,Receiver,2.115049822,0.979763524,0.0,0.957949534,491.11,0.5500000000000114,1,6,9,1,3,0.0011186592360574,2,258.57897379912663,210.74114498141265,0.001117636300827,合理诉求,0,106.45210496737418,40.50436487071241,47.07615057624652,12.030640876021154,0.16842105263157894,0.08333333333333333,0.0,0.0
2,1,0,870.056,0,117,205637,384972,-1,427819,未知,Call,-51464,298.19,Pharmaceuticals,0,B,Receiver,8.261650416,0.989973749,4.351479717,0.999987169,251.88,46.31,0,0,15,1,0,0.1553036654482041,2,261.34627232142856,261.2737831858407,0.1831303385004745,合理诉求,0,61.42780663825623,89.4469825308666,26.771868274947735,18.547491804084714,0.19480519480519481,0.12857142857142856,0.4444444444444444,0.0
2,0,0,798.213,185,91,227346,300000,1,-111669,Pickup Error,Call,956446313,1840.61,Miscellaneous Goods,0,C,Consigner,19.90852949,0.962598676,2.978207868,0.885713804,104.99,1735.62,4,0,14,0,6,0.9429591276804972,2,265.1152154195011,241.8091169977925,16.375318426266627,严重超额,2,56.07504023587625,23.39409668638931,72.98319314413496,146.7646800203207,0.12,0.29411764705882354,0.2839838492597577,0.5710560625814863
2,1,0,704.918,101,5,191817,211282,-1,427837,未知,Vendor Consultation,-8628,815.45,Miscellaneous Goods,-1,B,Unknown,136.2784992,0.969392668,40.09915672,0.967042773,429.23,386.22,0,6,14,3,0,0.4736280581274143,2,365.18678651685394,325.4023214285714,0.897705878251168,合理诉求,0,94.67049481869921,79.69800837324867,23.344945937877306,47.16374177192169,0.23333333333333334,0.05263157894736842,0.42857142857142855,0.0
2,0,0,129.473,151,100,205454,11979,1,427856,Suspected Lost,Call,959069,563.44,Pharmaceuticals,0,B,Consigner,77.60224474,0.989880647,1.936685006,0.993912843,346.35,217.09000000000003,6,0,15,0,6,0.3852939088456624,2,327.91839912280705,238.86262443438915,0.624989203972938,合理诉求,0,52.901823708719064,68.3634341586314,3.0803889821764465,4.879825341701178,0.1242603550295858,0.15447154471544716,0.0,0.0
2,1,0,44.11,314,137,213724,272166,-1,427845,Pickup Error,Vendor Consultation,-6440,316.87,Miscellaneous Goods,-1,Not Known,Receiver,6.023811731,0.993073648,0.0,0.975659322,101.74,215.13,4,6,14,1,0,0.6789219553760217,2,271.04275488069413,203.0566087613293,2.0939264161962234,合理诉求,0,123.00526618459465,45.956957108048016,215.7727343203051,4.1779031471991255,0.0,0.14102564102564102,0.0,0.0
2,0,1,19.535,27,271,103129,186803,-1,427663,未知,Internal Software,164230,582.66,Dried Groceries,0,B,Consigner,25.95519262,0.973676527,18.91337011,0.999253267,391.96,190.7,0,2,5,0,3,0.3272920742800261,2,310.0700655021834,320.4072991071429,0.4852911237785016,合理诉求,0,107.09744564183907,25.230227606379263,13.346443506300337,5.377021646814256,0.14285714285714285,0.23333333333333334,0.25,0.0
2,1,0,260.509,13,164,72009,300000,-1,427864,未知,Internal Software,74408102,2956.75,Jewelry,0,B,Consigner,79.24631503,0.954095886,188.7179456,0.998924678,621.74,2335.01,0,2,12,0,6,0.789721822947493,2,334.46513157894736,434.3305803571429,3.7495744612518873,合理诉求,0,102.22421810924597,55.95470665307754,40.534111908570694,156.39748376619548,0.27906976744186046,0.1702127659574468,0.375,0.5650060753341434
2,0,0,22.118,25,96,126799,303416,-1,427861,Pickup Error,Call,324804,100.43,Miscellaneous Goods,-1,B,Unknown,8.788377177,0.962974051,47.60706337,0.96731791,21.48,78.95,4,0,14,3,5,0.7861196853529822,2,250.27369020501132,357.2380984340045,3.512010676156584,合理诉求,0,88.8237010925776,114.16873400512304,81.55396630615525,0.5026607174054147,0.1843137254901961,0.2,0.0,0.0
2,1,1,17.225,178,215,110158,111037,-1,427861,Damage,Call,1927550,137.11,Furniture,0,C,Consigner,1.061405516,0.996927999,4.838212026,0.957167059,12.5,124.61,1,0,8,0,6,0.9088323244110568,2,245.5117129629629,276.13313465783665,9.23037037037037,诉求偏高,1,78.03408659479068,76.55751163645215,2.239097574268116,0.9895905476186333,0.13135593220338984,0.15151515151515152,0.0,0.0
3,1,0,68.452,188,132,113266,29684,-1,427676,未知,Call,2294018,2248.7,Furniture,0,B,Receiver,31.90606662,0.998142058,16.84056111,0.956488516,832.04,1416.66,0,0,8,1,6,0.6299906612709566,2,324.8530396475771,296.8075570776256,1.7005906078939788,合理诉求,0,47.62317230513968,46.39146460546979,0.0,0.0,0.20512820512820512,0.14465408805031446,0.0,0.0
2,0,0,0.955,100,155,12028,330272,-1,427854,未知,Mini Program,1491795,103.5,Miscellaneous Goods,0,B,Consigner,26.51410711,0.978363146,0.0,0.99145315,39.98,63.52,0,4,14,0,6,0.6137198067632851,2,295.5821266968326,205.4008314606741,1.5500244021473892,合理诉求,0,59.55086694734892,17.644020963062438,9.658133248529177,39.10475350081202,0.11891891891891893,0.23076923076923078,0.0,0.0
2,0,0,121.286,118,1,142238,302382,-1,80760,未知,Call,288683,1230.04,Appliances,0,B,Consigner,21.25850043,0.999999994,8.191117971,0.998284954,399.2,830.8399999999999,0,0,2,0,5,0.6754577086924002,2,320.4258389261745,270.95794520547946,2.076061969015492,合理诉求,0,53.14439242584009,69.33956050300672,2.26216168406156,0.0,0.0,0.16233766233766234,0.0,0.0
2,0,0,367.648,27,189,227346,118782,-1,427790,Pickup Error,Call,95678,276.14,Beauty & Daily Essentials,0,B,Staff,35.96378094,0.960062885,20.83696795,0.907830048,123.15,152.98999999999998,4,0,3,2,3,0.5540305642065618,2,318.4882365591398,322.6695936794583,1.2322996375352395,合理诉求,0,107.09744564183907,75.03964796930305,93.95808297694902,99.48141051879861,0.14285714285714285,0.13333333333333333,0.2585987261146497,0.0
