运单号,线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点发单量,始发网点万单理赔率,始发网点赔付比例,目的网点发单量,目的网点万单理赔率,目的网点赔付比例,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,是否生鲜商品,生鲜妥投组合类别_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
1114,2,0,0,1181.567,268,142,183889,192975,-1,-87479,未知,Call,1033441,600.69,Hardware,0,Not Known,Unknown,613652,4.068475,0.758055,156654,44.46887,0.995665,0,0,9,3,6,0,2,96.84596855953218,32.47128749327333,83.80393880479427,97.1959102471162,0.1823899371069182,0.0833333333333333,0.2442307692307692,0.25
1115,2,0,0,0.0,100,189,106231,381025,-1,427863,未知,Call,549552,184.2,Miscellaneous Goods,-1,B,Consigner,366528,46.43274,0.975187,482591,0.477868,0.960514,0,0,14,0,5,0,2,57.27817095022288,58.29261195317029,,120.84,0.1162790697674418,0.1521739130434782,,0.0
1116,2,0,0,509.26,109,102,182022,300000,-1,427861,Damage,Internal Software,449000000,1187.05,Pharmaceuticals,0,B,Consigner,1315646,4.21056,0.969181,394140,160.6771,0.993899,1,2,15,0,6,0,2,45.374295092323,127.44248338763862,172.11868320297572,163.30068855149273,0.25,0.1789473684210526,0.55,0.5474358974358975
1117,2,0,0,312.596,151,20,178273,340781,-1,427862,未知,Call,329431,125.12,Pharmaceuticals,-1,B,Unknown,50486,3.246475,0.98379,222052,4.922293,0.996736,0,0,15,3,5,0,2,55.000321274151965,37.02322078222722,3.4672920276054686,1.3125954607623984,0.0828402366863905,0.1428571428571428,0.5,0.0
1118,2,0,0,2.182,1,143,182022,300000,-1,424617,Damage,Call,582000000,1057.88,Miscellaneous Goods,-1,B,Unknown,10319150,49.24559,0.998355,928000000,0.614703,0.985777,1,0,14,3,6,0,2,69.06443164317325,101.9632107476282,172.11868320297572,163.30068855149273,0.1802721088435374,0.2075471698113207,0.55,0.5474358974358975
1119,2,1,0,372.387,7,207,141670,343436,-1,427861,Damage,Call,-6684,1293.77,Fresh,0,B,Consigner,836359,12.7713,0.95198,218249,11.29649,0.999216,1,0,7,0,0,1,1,41.37467782828752,10.009179220882077,0.0,0.0,0.0597014925373134,0.0,0.0,0.0
1120,2,0,0,20.22,1,102,178621,300000,-1,427864,Damage,Call,471000000,2925.99,Beauty & Daily Essentials,0,B,Consigner,14831,0.0,0.993864,521000000,23.33944,0.913867,1,0,3,0,6,0,2,69.06443164317325,127.44248338763862,280.63216304947264,163.30068855149273,0.1802721088435374,0.1789473684210526,0.391304347826087,0.5474358974358975
1121,2,1,0,738.565,231,147,68369,250717,-1,-74126,Damage,Internal Software,24689,330.09,Alcohol,-1,B,Consigner,2374,21.25002,0.889057,20389,58.39913,0.942156,1,2,0,0,2,0,2,186.153782404103,101.37354799694003,,3.252107276373005,0.0,0.1666666666666666,,1.0
1122,2,0,0,0.624,224,168,227346,212899,-1,427747,未知,Call,677617,100.74,Beauty & Daily Essentials,0,B,Receiver,55912,28.32292,0.981324,776993,13.97364,0.957983,0,0,3,1,6,0,2,1.1863996230597198,122.833580311983,93.95808297694902,80.54197037289836,0.0,0.2608695652173913,0.2585987261146497,0.3103448275862069
1123,2,0,0,331.654,146,151,227346,300000,-1,426867,Pickup Error,Vendor Consultation,848000000,1805.03,Miscellaneous Goods,-1,C,Consigner,24879993,166.9651,0.992545,6217035,21.05051,0.999567,3,6,14,0,6,0,2,75.50373567911244,62.91307713975876,93.95808297694902,163.30068855149273,0.3,0.1176470588235294,0.2585987261146497,0.5474358974358975
1124,2,1,0,58.36,48,222,126812,381045,-1,427864,Suspected Lost,Internal Software,-68349,2380.23,Dried Groceries,-1,C,Consigner,286496,6.416204,0.997962,390585,29.25567,0.97899,5,2,5,0,0,0,2,57.93111130768895,77.81584876066215,5.646049855886077,0.0,0.25,0.1598173515981735,0.0,0.0
1125,3,1,0,130.427,1,38,192515,285066,-1,427714,Suspected Lost,Vendor Consultation,317975,146.35,Miscellaneous Goods,0,B,Consigner,1609977,1.142012,0.901689,754725,0.0,0.953594,5,6,14,0,5,0,2,69.06443164317325,37.71779182770192,11.786123384031258,94.95419998905078,0.1802721088435374,0.125,0.0,0.0
1126,2,0,0,195.931,219,23,147127,320959,-1,427846,Damage,Call,-55721,128.32,Miscellaneous Goods,-1,B,Consigner,45376,93.39588,0.990993,65994,94.94735,0.946191,1,0,14,0,0,0,2,98.8784854205968,61.86596339980573,3.272144082456789,14.844460483579937,0.4210526315789473,0.2222222222222222,0.5,0.0
1127,2,0,0,515.026,13,42,204607,341060,-1,91101,Pickup Error,Vendor Consultation,827793,1328.84,Hardware,0,B,Receiver,55497,3.127179,0.900522,212658,11.27699,0.972296,3,6,9,1,6,0,2,117.72169897217258,47.89018349830656,3.74905000759994,0.0,0.2748538011695906,0.0571428571428571,0.0,0.0
1128,2,1,1,0.0,8,0,197503,100245,-1,427847,Damage,Vendor Consultation,14400,118.11,Miscellaneous Goods,-1,C,Consigner,712237,3.020482,0.999665,625099,0.56389,0.981213,1,6,14,0,2,0,2,53.4968995680882,75.01688402479252,0.0,,0.12,0.1507692307692307,0.0,
1129,2,1,0,1332.294,157,162,163818,161304,-1,427715,未知,Call,762124,851.84,Fresh,0,B,Receiver,8243,81.93005,0.970687,49987,114.7487,0.987723,0,0,7,1,6,1,1,52.75232409840045,20.52604032301665,0.7543401151054833,0.0,0.2391304347826087,0.1428571428571428,0.0,0.0
1130,2,0,0,3.32,253,1,54849,281524,-1,427859,未知,Call,2339859,337.1,"Apparel, Footwear & Accessories",0,Not Known,Unknown,165535,262.4962,0.987371,67394,140.4641,0.948726,0,0,1,3,6,0,2,63.03159537877947,69.89628878079544,10.62616803111406,249.8904752465473,0.1228070175438596,0.12,0.3333333333333333,0.0
1131,2,0,0,530.641,2,113,183889,1495,-1,253708,未知,Complaint,540051,535.55,Miscellaneous Goods,-1,B,Consigner,1116703,78.59907,0.999005,717687,1.248471,0.99276,0,1,14,0,5,0,2,56.04468495785089,75.03614438246761,83.80393880479427,0.0,0.0935960591133004,0.2,0.2442307692307692,0.0
1132,2,0,0,391.088,27,173,25310,402212,-1,34887,未知,Call,1021074,1406.06,Hardware,1,B,Consigner,990053,9.710765,0.792614,132063,57.9885,0.992623,0,0,9,0,6,0,2,94.032370683866,33.92099111754214,84.29245748064399,112.7653165952468,0.0983606557377049,0.0,0.0,0.0
1133,2,0,0,1.835,187,1,227346,356936,-1,-49857,Pickup Error,Vendor Consultation,87054,109.55,Miscellaneous Goods,-1,B,Receiver,71291,20.5032,0.998087,779682,0.0,0.999866,3,6,14,1,3,0,2,50.57901513935886,69.89628878079544,93.95808297694902,0.0,0.1261261261261261,0.12,0.2585987261146497,0.0
1134,2,1,0,7.538,13,211,181103,352359,-1,427816,未知,Call,1402641,103.47,Miscellaneous Goods,0,B,Consigner,21731,4.810923,0.991297,1716151,0.0,0.967012,0,0,14,0,6,0,2,117.72169897217258,74.44213332427378,33.04351601812015,115.9880379226179,0.2748538011695906,0.2777777777777778,0.0,0.4444444444444444
1135,2,0,0,0.837,200,244,147211,345248,-1,427834,Damage,Call,24568,321.45,Fresh,0,B,Unknown,291,47.09725,0.999885,412156,0.0,0.974337,1,0,7,3,2,1,1,49.37484041958838,48.83952358528552,14.283562291118086,19.950315514615216,0.2333333333333333,0.1923076923076923,0.25,0.0
1136,2,0,0,0.0,63,197,201312,271401,-1,427860,Suspected Lost,Internal Software,262982,185.5,Miscellaneous Goods,-1,B,Consigner,1056193,6.252075,0.975469,1431496,0.0,0.953488,5,2,14,0,5,0,2,87.51932180035882,63.769979151069016,11.970639244772864,3.0491488802493114,0.2022471910112359,0.208955223880597,0.1538461538461538,0.0
1137,2,0,0,699.91,3,39,147363,196521,-1,427812,Suspected Lost,Call,-21277,1041.44,Alcohol,-1,B,Consigner,52500,27.10597,0.990106,54105,7.384348,0.97074,5,0,0,0,0,0,2,41.966021036266106,44.92391936878398,166.04430721866316,4.538399142791336,0.1538461538461538,0.0,0.3571428571428571,0.0
1138,2,0,0,222.457,194,291,42471,300000,-1,363792,Pickup Error,Call,131000000,1167.85,Miscellaneous Goods,0,C,Consigner,32745,39.99925,0.941227,6825912,41.08878,0.988604,3,0,14,0,6,0,2,149.3218894878137,67.74750724681486,98.59350431373682,163.30068855149273,0.375,0.4782608695652174,0.55,0.5474358974358975
1139,2,0,0,115.538,218,145,15877,102098,-1,424047,未知,Call,635000000,2712.66,Miscellaneous Goods,0,C,Consigner,1564,3.377753,0.999831,5758814,22.99826,0.998923,0,0,14,0,6,0,2,45.42517437856351,51.36364548905606,46.97040480882532,82.94170936782488,0.3333333333333333,0.1290322580645161,0.1827956989247312,0.4
1140,2,1,0,14.795,3,20,126953,164157,-1,97081,Damage,Internal Software,79463,982.18,Hardware,-1,C,Receiver,34441,35.61817,0.997878,116018,72.62533,0.921558,1,2,9,1,2,0,2,41.966021036266106,37.02322078222722,90.8750832355054,0.0,0.1538461538461538,0.1428571428571428,0.6666666666666666,0.0
1141,2,1,1,0.0,35,181,227346,300000,-1,427864,Pickup Error,Call,821000000,913.51,Household Goods,-1,C,Consigner,1306115,29.13604,0.99614,369000000,7.926906,0.99863,3,0,11,0,6,0,2,152.40424014651626,45.1926466370765,93.95808297694902,163.30068855149273,0.4761904761904761,0.2325581395348837,0.2585987261146497,0.5474358974358975
1142,2,0,0,182.398,278,0,227346,397378,-1,427824,Suspected Lost,Call,-73176,245.32,Documents & Bills,-1,Not Known,Receiver,660075,0.0,0.970972,402271,0.0,0.96982,5,0,4,1,0,0,2,86.14768587401899,75.01688402479252,93.95808297694902,3.352523304206269,0.2307692307692307,0.1507692307692307,0.2585987261146497,0.0
1143,2,0,0,93.652,100,136,64307,322725,-1,328207,未知,Call,35632245,2312.66,Miscellaneous Goods,-1,Not Known,Consigner,40489,36.20913,0.944788,4610000000,19.44004,0.979069,0,0,14,0,6,0,2,57.27817095022288,153.9090693587367,19.086678377087647,33.01665652678206,0.1162790697674418,0.1428571428571428,0.1538461538461538,0.6363636363636364
1144,2,0,0,25.435,76,88,13070,69775,-1,427863,未知,Internal Software,462898,297.63,Dried Groceries,-1,C,Receiver,336694,6.055696,0.995324,35767,59.84287,0.994976,0,2,5,1,5,0,2,69.88780449033361,79.74310528281981,33.15735296063131,26.65674321787152,0.28125,0.2061855670103092,0.0,0.0
1145,2,0,0,27.921,314,180,122113,384693,-1,154117,未知,Call,192201,795.6,Electronic Product,-1,B,Consigner,1633,15.63263,0.999997,160031,39.07521,0.972727,0,0,6,0,4,0,2,114.58829809756544,113.61191858430128,7.199206428169957,8.309053996047163,0.0,0.0,0.0,0.0
1146,2,0,0,114.615,197,105,69106,370311,-1,427863,Damage,,9056,883.51,Miscellaneous Goods,-1,C,Receiver,350096,88.79362,0.986424,58027,62.35881,0.966955,1,5,14,1,2,0,2,69.0135805405548,22.47910396159198,0.0,0.0,0.1162790697674418,0.0909090909090909,0.0,0.0
1147,2,1,0,8.298,298,164,42738,396182,-1,427863,未知,Call,-42414,137.65,Appliances,-1,B,Unknown,1032833,10.73552,0.996917,92224,38.8983,0.995344,0,0,2,3,0,0,2,23.19966110141677,49.08316346381199,21.48077735530207,0.0,0.1538461538461538,0.1458333333333333,0.0,0.0
1148,2,0,0,1313.22,297,51,52197,351805,0,-7701,未知,Call,1796931,612.52,Household Goods,-1,B,Receiver,960769,0.0,0.99023,24492,34.78683,0.990835,0,0,11,1,6,0,2,28.535314885327075,156.03692117956203,25.338559933979784,73.67542098793885,0.0,0.0,0.0,0.0
1149,2,0,0,953.53,13,0,227346,77638,-1,-75418,Pickup Error,Call,1182115,663.32,Miscellaneous Goods,-1,Not Known,Consigner,3256,0.830809,0.99897,569519,18.80531,0.904332,3,0,14,0,6,0,2,117.72169897217258,75.01688402479252,93.95808297694902,0.0,0.2748538011695906,0.1507692307692307,0.2585987261146497,0.0
1150,3,0,0,172.712,321,1,44415,373033,-1,427857,Damage,Call,674066,2173.05,Appliances,-1,C,Consigner,173937,1.989948,0.964038,1098657,3.297919,0.989443,1,0,2,0,6,0,2,30.172814529434604,69.89628878079544,0.0,3.309093339165512,0.2941176470588235,0.12,0.0,0.0
1151,2,0,0,1.884,13,1,114441,212435,-1,-75572,Pickup Error,Call,-57530,349.79,Hardware,0,B,Consigner,131518,42.93401,0.969493,88105,61.2092,0.992085,3,0,9,0,0,0,2,117.72169897217258,69.89628878079544,0.0,0.0,0.2748538011695906,0.12,0.0,0.0
1152,1,1,1,6.442,268,102,183889,342713,-1,-95837,未知,Internal Software,1239410,104.8,Furniture,-1,Not Known,Consigner,528846,40.39741,0.986714,332765,0.0,0.948493,0,2,8,0,6,0,2,96.84596855953218,127.44248338763862,83.80393880479427,7.36010814397549,0.1823899371069182,0.1789473684210526,0.2442307692307692,0.0
1153,5,1,0,82.555,179,1,21772,11572,-1,427861,Damage,Complaint,587984,1868.39,Miscellaneous Goods,0,B,Consigner,45699,33.35124,0.988601,474923,23.97821,0.933464,1,1,14,0,5,0,2,56.8349237193444,69.89628878079544,0.0,0.0,0.1497584541062802,0.12,0.0,0.0
1154,2,0,0,374.886,1,100,63116,265536,-1,427860,Damage,Mini Program,-10107,1125.08,Appliances,-1,B,Consigner,37999,31.66623,0.99906,33365,50.46131,0.972711,1,4,2,0,0,0,2,69.06443164317325,111.92654089931048,70.64452470822128,3.4526986017429544,0.1802721088435374,0.1985815602836879,0.0,0.0
1155,2,0,0,439.821,100,272,210232,69583,-1,-102169,未知,Internal Software,2468531,363.98,Hardware,1,C,Consigner,285762,0.791212,0.995846,490655,0.798695,0.992624,0,2,9,0,6,0,2,57.27817095022288,13.424800452724666,139.9140213055044,0.0,0.1162790697674418,0.0625,0.1481481481481481,0.0
1156,2,0,0,126.975,117,199,107297,242096,-1,427863,未知,Call,-20618,496.15,Miscellaneous Goods,0,Not Known,Consigner,812095,0.0,0.983383,426013,0.762589,0.97105,0,0,14,0,0,0,2,57.51283596595224,65.33437063477945,11.819375909687954,0.4909728487145321,0.1052631578947368,0.3513513513513513,2.0,0.0
1157,2,0,0,3.487,42,4,15877,295559,-1,427780,未知,Call,459399,148.81,Jewelry,0,B,Receiver,10277,35.94727,0.979906,546828,6.774844,0.846138,0,0,12,1,5,0,2,106.19017586084024,81.2740685764068,46.97040480882532,,0.145631067961165,0.2439024390243902,0.1827956989247312,
1158,2,0,0,8.888,318,50,74967,152542,-1,427591,未知,Call,1518,1537.54,Dried Groceries,0,B,Consigner,1016782,1.799355,0.996518,709247,8.328376,0.901379,0,0,5,0,2,0,2,101.98257796760824,39.67417888170578,0.0,11.523285592336148,0.0869565217391304,0.1666666666666666,0.0,0.0
1159,2,0,0,176.689,151,221,209602,300000,-1,423109,Damage,Vendor Consultation,445000000,2258.86,Household Goods,-1,C,Unknown,29108938,4.199144,0.870442,98312297,34.41189,0.989551,1,6,11,3,6,0,2,55.000321274151965,124.92080405843552,92.7919306651536,163.30068855149273,0.0828402366863905,0.3333333333333333,0.5909090909090909,0.5474358974358975
1160,2,1,0,445.054,3,13,134812,90825,-1,427854,未知,Call,1080711,124.76,Fresh,0,B,Consigner,17064,30.60134,0.993272,2271138,0.0,0.945576,0,0,7,0,6,1,1,41.966021036266106,58.69138621086622,0.0,0.0,0.1538461538461538,0.0909090909090909,0.0,0.0
1161,2,0,0,118.532,107,99,116830,4092,-1,427849,未知,Call,378368,249.27,Miscellaneous Goods,-1,C,Consigner,244089,2.447816,0.990952,441875,27.06435,0.949155,0,0,14,0,5,0,2,69.59539401792847,39.75074374258253,47.17189825346653,103.90829565212064,0.135593220338983,0.1505376344086021,0.0,0.375
1162,2,0,0,19.379,39,163,227346,208199,-1,427799,未知,Internal Software,-39167,1864.26,Miscellaneous Goods,-1,C,Consigner,960618,42.55606,0.98663,174730,5.202793,0.997375,0,2,14,0,0,0,2,118.98890217190385,22.30901495641586,93.95808297694902,38.488427652918574,0.1538461538461538,0.0833333333333333,0.2585987261146497,0.0
1163,2,0,0,13.622,197,3,183889,377228,-1,427837,Suspected Lost,Vendor Consultation,639332,101.87,"Apparel, Footwear & Accessories",0,B,Consigner,457161,3.241086,0.976771,917315,10.83636,0.975695,5,6,1,0,6,0,2,69.0135805405548,63.81099393925928,83.80393880479427,112.97610681658466,0.1162790697674418,0.1170212765957446,0.2442307692307692,1.0
1164,2,0,0,32.035,99,6,156708,71560,0,45746,未知,Internal Software,-30194,837.52,Hardware,0,C,Receiver,37681,0.0,0.978501,560430,2.560163,0.998643,0,2,9,1,0,0,2,65.94900544613762,77.94187064631588,0.0,,0.211864406779661,0.1875,0.0,
1165,2,0,0,6.426,42,93,170832,393032,-1,427864,未知,Call,-20554,598.32,Miscellaneous Goods,-1,B,Consigner,627461,1.598317,0.973505,681389,0.545886,0.962643,0,0,14,0,0,0,2,106.19017586084024,41.18230514125912,8.663926150365382,843.7662337662338,0.145631067961165,0.0357142857142857,0.0,0.0
1166,3,1,0,32.888,100,179,190165,139397,-1,142946,未知,Internal Software,-71304,113.24,Dried Groceries,-1,C,Consigner,12124,27.4639,0.993314,1592215,0.235227,0.979837,0,2,5,0,0,0,2,57.27817095022288,49.485349035609424,82.37738910636585,,0.1162790697674418,0.17578125,0.0666666666666666,
1167,2,0,0,100.556,89,132,227346,83645,-1,427838,Damage,Call,107197,664.2,Maternity & Baby Products,0,B,Consigner,832409,33.14774,0.981011,390382,3.877233,0.99976,1,0,13,0,3,0,2,56.62852339692903,56.88193748364041,93.95808297694902,0.0,0.1,0.1636363636363636,0.2585987261146497,0.0
1168,2,0,0,4.379,76,246,191817,300000,-1,275627,未知,Call,51428093,1509.42,Beauty & Daily Essentials,-1,C,Consigner,1521,3.395741,0.991396,89443126,30.09622,0.935921,0,0,3,0,6,0,2,69.88780449033361,81.33591719373736,31.08972808888528,163.30068855149273,0.28125,0.4318181818181818,0.45,0.5474358974358975
1169,2,1,0,0.0,107,164,164226,115393,-1,33732,未知,Internal Software,-19225,689.54,Alcohol,0,C,Consigner,1739548,0.0,0.886683,1221720,10.78932,0.972063,0,2,0,0,0,0,2,69.59539401792847,49.08316346381199,37.47256574856723,,0.135593220338983,0.1458333333333333,0.0,
1170,2,1,0,10.026,90,127,114947,23266,-1,427746,Pickup Error,Call,-59341,420.75,Household Goods,-1,C,Receiver,22824,4.243046,0.983134,674692,13.83907,0.985811,3,0,11,1,0,0,2,70.21834052919762,63.45537171576693,0.0,4.026468943328298,0.1290322580645161,0.2325581395348837,0.0,0.6666666666666666
1171,2,0,0,339.724,268,190,147417,339623,-1,427817,未知,Call,540328,464.91,Documents & Bills,-1,Not Known,Unknown,140915,21.94394,0.987909,283206,5.690526,0.992995,0,0,4,3,5,0,2,96.84596855953218,47.29286625931772,10.341006150389106,181.2,0.1823899371069182,0.1052631578947368,0.0,1.0
1172,2,0,0,25.23,0,17,104970,124916,-1,83932,未知,Internal Software,336448,100.71,Beauty & Daily Essentials,-1,C,Receiver,573042,0.0,0.984484,632991,7.113279,0.988077,0,2,3,1,5,0,2,57.22795965470159,4.238454065518324,0.0,0.0,0.1678082191780822,0.0,0.0,0.0
1173,2,0,0,268.176,144,132,227346,419144,1,49883,未知,Call,1358741,391.95,Maternity & Baby Products,-1,B,Unknown,168714,14.71324,0.931294,192568,36.98722,0.960698,0,0,13,3,6,0,2,117.82362942315469,56.88193748364041,93.95808297694902,592.6,0.1333333333333333,0.1636363636363636,0.2585987261146497,0.0
1174,1,0,0,37.655,218,186,220883,228086,-1,427830,未知,Call,588599,200.32,Household Goods,0,C,Consigner,181324,1.387832,0.979664,778711,16.57852,0.997469,0,0,11,0,5,0,2,45.42517437856351,126.0016059546157,135.84925416861563,0.904334591115198,0.3333333333333333,0.125,0.1,0.0
1175,2,0,0,24.124,132,1,187888,300000,1,427864,Damage,Call,752000000,3328.25,Furniture,0,B,Unknown,2535104,25.46738,0.921991,7050000000,24.52663,0.979721,1,0,8,3,6,0,2,52.70819341651338,69.89628878079544,56.57647470954619,163.30068855149273,0.2071428571428571,0.12,0.1428571428571428,0.5474358974358975
1176,2,0,0,9.964,92,14,143044,325932,-1,427842,Suspected Lost,Mini Program,-44066,128.45,Appliances,-1,C,Consigner,239262,0.0,0.992932,128991,17.75933,0.913046,5,4,2,0,0,0,2,81.28282427291707,62.29691250575112,45.16510751774207,53.98777229710213,0.3529411764705882,0.125,0.1111111111111111,0.0
1177,2,0,0,220.213,1,211,220839,394751,-1,-89739,Damage,Internal Software,1578348,1451.17,Miscellaneous Goods,-1,B,Consigner,185732,145.6282,0.999339,9879,64.25705,0.979929,1,2,14,0,6,0,2,69.06443164317325,74.44213332427378,7.117751227275784,1.1303609028111263,0.1802721088435374,0.2777777777777778,0.0,0.0
1178,2,0,0,318.961,142,162,11974,168461,-1,427857,Damage,Call,4348769,1110.09,Alcohol,0,B,Consigner,31122,24.76638,0.983783,72085,5.634296,0.986796,1,0,0,0,6,0,2,91.575345523678,20.52604032301665,17.41986327383213,139.97778692787793,0.1756756756756756,0.1428571428571428,0.0,0.5
1179,5,0,0,115.235,168,0,97672,177945,-1,427774,未知,Internal Software,379512,1476.23,Furniture,-1,C,Unknown,398571,26.71303,0.997812,264157,19.61379,0.9897,0,2,8,3,5,0,2,114.70883773869524,75.01688402479252,0.0,1487.82,0.064516129032258,0.1507692307692307,0.0,0.0
1180,2,0,0,0.0,187,34,192128,131628,-1,427847,未知,Vendor Consultation,-39056,223.06,Miscellaneous Goods,0,C,Unknown,217852,7.763657,0.962653,965265,5.940987,0.985247,0,6,14,3,0,0,2,50.57901513935886,62.51602380669991,,0.0,0.1261261261261261,0.3157894736842105,,0.0
1181,3,0,0,322.87,10,227,51951,352968,1,427750,Damage,Call,33445,551.45,Miscellaneous Goods,-1,B,Unknown,53542,67.24196,0.989678,14074,91.64007,0.996467,1,0,14,3,2,0,2,75.08706991822723,20.902623722887064,0.0,123.97467342596896,0.0952380952380952,0.1764705882352941,0.0,0.0
1182,2,0,0,223.976,8,25,198288,161067,-1,110409,未知,Internal Software,458212,420.61,Dried Groceries,-1,B,Receiver,143860,72.93604,0.923329,47861,17.90082,0.966293,0,2,5,1,5,0,2,53.4968995680882,58.087333342513965,1.4823795515706308,,0.12,0.14,0.0,
1183,2,0,0,22.085,2,206,79787,449576,-1,34743,Suspected Lost,Call,3709826,1619.79,Hardware,-1,C,Receiver,23421,6.361209,0.951956,138835,53.06629,0.975138,5,0,9,1,6,0,2,56.04468495785089,37.75053008790583,0.0,0.0,0.0935960591133004,0.0,0.0,0.0
1184,2,0,0,193.445,132,98,212779,76246,-1,-71157,未知,Internal Software,-71340,694.0,Home Improvement and Building Material,1,B,Unknown,820741,2.784768,0.999339,1183531,27.15311,0.835029,0,2,10,3,0,0,2,52.70819341651338,65.32592348952949,33.320362345409855,0.0,0.2071428571428571,0.0638297872340425,0.1,0.0
1185,2,0,0,1050.629,1,307,126804,316683,-1,427856,Suspected Lost,Call,247231,931.54,Appliances,-1,C,Consigner,37733,68.3168,0.972562,73048,56.35636,0.994139,5,0,2,0,4,0,2,69.06443164317325,107.26414159528828,14.475207130303792,4.695163609295496,0.1802721088435374,0.4666666666666667,0.0,0.0
1186,2,0,0,901.87,102,264,13855,74637,-1,427861,未知,Internal Software,-17609,461.5,Home Improvement and Building Material,-1,B,Consigner,61799,51.59539,0.997253,668907,4.724537,0.997032,0,2,10,0,0,0,2,84.99396693620673,247.92772249804216,252.49836284503536,0.0,0.1518987341772152,0.0,0.3181818181818182,0.0
1187,2,1,0,248.425,291,197,217837,273768,-1,-151739,Pickup Error,Vendor Consultation,111733,318.83,Hardware,0,C,Consigner,471957,9.272061,0.995986,400061,0.0,0.948427,3,6,9,0,3,0,2,256.15858058802274,63.769979151069016,19.34282065712325,15.1580215699443,0.6,0.208955223880597,0.0,0.0
1188,2,0,0,840.241,199,186,183889,6594,-1,427726,Damage,Call,-82004,544.19,Maternity & Baby Products,0,C,Unknown,22435,122.0403,0.998003,72286,58.07605,0.976154,1,0,13,3,0,0,2,85.77074119936532,126.0016059546157,83.80393880479427,36.14156659046983,0.1063829787234042,0.125,0.2442307692307692,0.0
1189,2,0,0,181.069,42,7,212313,162147,-1,427846,Damage,Internal Software,152062,672.79,Maternity & Baby Products,-1,C,Consigner,204,83.65766,0.986809,377084,69.41523,0.94314,1,2,13,0,3,0,2,106.19017586084024,92.30255429171878,8.657302359085179,73.3874525342121,0.145631067961165,0.1935483870967742,0.0,0.0
1190,2,1,0,58.264,4,108,201787,300000,-1,427747,未知,Call,118000000,1564.83,Furniture,-1,B,Consigner,9905884,0.662612,0.992598,981000000,0.650695,0.961384,0,0,8,0,6,0,2,60.02737754693536,84.18931730634625,151.60579744998205,163.30068855149273,0.1592356687898089,0.16,0.4444444444444444,0.5474358974358975
1191,2,0,0,0.923,131,187,181635,228759,-1,-73454,Suspected Lost,Internal Software,-69214,100.43,Appliances,0,Not Known,Receiver,74137,4.252695,0.999195,1091866,0.920332,0.954287,5,2,2,1,0,0,2,25.28414948621409,71.38613126413931,0.0,2.2427699813026423,0.3529411764705882,0.1777777777777777,0.0,0.0
1192,2,0,0,1.117,42,211,134799,240333,-1,427858,Suspected Lost,Call,629848,113.06,Miscellaneous Goods,-1,C,Consigner,623086,0.0,0.968568,369122,0.0,0.975739,5,0,14,0,6,0,2,106.19017586084024,74.44213332427378,4.049191152195444,53.1767711354081,0.145631067961165,0.2777777777777778,0.0,0.0
1193,2,0,0,348.21,127,178,209602,300000,-1,387493,Pickup Error,Internal Software,715000000,1618.53,Miscellaneous Goods,0,B,Consigner,81970949,20.69361,0.913725,810000000,104.9537,0.992223,3,2,14,0,6,0,2,59.84735359218162,75.72709977879157,92.7919306651536,163.30068855149273,0.1397849462365591,0.2073170731707317,0.5909090909090909,0.5474358974358975
1194,2,0,0,469.84,165,0,142536,81909,-1,427852,未知,Call,390528,2468.49,Jewelry,-1,C,Unknown,1843,49.46905,0.99611,649703,19.37709,0.984319,0,0,12,3,5,0,2,17.28062430122183,75.01688402479252,8.602775141538764,0.0,0.0,0.1507692307692307,0.0,0.0
1195,2,1,0,24.648,97,55,207571,227732,-1,-23878,未知,Call,737246,548.23,Miscellaneous Goods,-1,C,Consigner,510714,83.99065,0.777166,571348,4.967978,0.994862,0,0,14,0,6,0,2,67.53870319850822,119.73828509963953,10.974709491692453,12.504432179294197,0.3333333333333333,0.1538461538461538,0.0,0.0
1196,5,0,0,491.649,146,68,104858,93542,-1,427864,Pickup Error,Mini Program,12161,1799.11,Miscellaneous Goods,-1,B,Receiver,29062,45.07267,0.999646,109256,51.29868,0.977115,3,4,14,1,2,0,2,75.50373567911244,106.21105813841784,53.11114118020303,65.31267258653345,0.3,0.0,0.0,0.0
1197,2,0,0,133.333,188,89,78873,450960,-1,427864,未知,Call,-56782,188.8,Miscellaneous Goods,0,B,Consigner,294998,69.16135,0.955835,408609,15.63737,0.963191,0,0,14,0,0,0,2,47.62317230513968,66.91243902018225,0.0,0.0,0.2051282051282051,0.1875,0.0,0.0
1198,2,0,0,6.933,103,97,186509,93037,-1,234995,未知,Call,-23523,763.91,Hardware,-1,C,Receiver,481392,16.84649,0.980695,220941,5.258281,0.92593,0,0,9,1,0,0,2,63.60914429442057,13.791098319222607,0.9893776956253852,0.0,0.0769230769230769,0.0,0.0,0.0
